Disease,MMWR year,MMWR week,Current week
Cholera,2018,18,
"Viral hemorrhagic fevers***, Guanarito virus",2018,18,
Chancroid,2018,18,
Plague,2018,18,
"Hepatitis B, perinatal infection",2018,18,
Tularemia,2018,18,
Paratyphoid fever¶¶,2018,18,
Anthrax,2018,18,
Novel Influenza A virus infections§§,2018,18,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,18,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,18,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,18,1
Vancomycin-resistant Staphylococcus aureus¶,2018,18,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,18,
Toxic-shock syndrome (other than Streptococcal)¶,2018,18,
"Viral hemorrhagic fevers***, Ebola virus ",2018,18,
"Meningococcal disease, Other serogroups",2018,18,
"Polio virus Infection, nonparalytic¶",2018,18,
Trichinellosis¶,2018,18,
Vancomycin-resistant Staphylococcus aureus¶,2018,19,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,18,
"Q fever¶, total",2018,18,
"Meningococcal disease, Unknown serogroup",2018,18,1
Streptococcal toxic-shock syndrome¶,2018,18,7
Leptospirosis¶,2018,18,
"Poliomyelitis, paralytic",2018,18,
Hansen's disease¶,2018,18,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,18,
"Influenza-associated pediatric mortality¶,**",2018,18,2
"Botulism, other (wound and unspecified)",2018,18,
Vancomycin-intermediate Staphylococcus aureus¶,2018,18,
"Syphilis, congenital",2018,18,
"Meningococcal disease, Serogroup B",2018,18,
"Viral hemorrhagic fevers***, Junin virus",2018,18,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,18,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,18,
"Botulism, foodborne",2018,18,
"Botulism, infant",2018,18,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,18,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,18,
Yellow fever,2018,18,
"Viral hemorrhagic fevers***, Lassa virus",2018,18,
"Botulism, total",2018,18,
Smallpox,2018,18,
"Viral hemorrhagic fevers***, Lujo virus",2018,18,
Cyclosporiasis¶,2018,18,
Hantavirus pulmonary syndrome¶ ,2018,18,
"Viral hemorrhagic fevers***, Machupo virus",2018,18,
"Rabies, human",2018,18,
Typhoid fever ,2018,18,1
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,18,2
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,18,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,18,
"Viral hemorrhagic fever***, Sabia virus",2018,18,
Measles††,2018,18,3
"Meningococcal disease, Serogroups ACWY",2018,18,
"Q fever¶, chronic",2018,18,
Diphtheria,2018,18,
"Viral hemorrhagic fever***, Marburg virus",2018,18,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,18,2
"Q fever¶, acute",2018,18,
Listeriosis,2018,18,4
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,18,
"Viral hemorrhagic fevers***, Lassa virus",2018,19,
"Viral hemorrhagic fevers***, Junin virus",2018,19,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,19,
Cyclosporiasis¶,2018,19,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,19,
"Poliomyelitis, paralytic",2018,19,
Trichinellosis¶,2018,19,
Psittacosis¶,2018,19,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,19,1
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,19,1
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,19,
"Meningococcal disease, Serogroup B",2018,19,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,19,
"Viral hemorrhagic fever***, Sabia virus",2018,19,
"Polio virus Infection, nonparalytic¶",2018,19,
Cholera,2018,19,
Novel Influenza A virus infections§§,2018,19,
"Viral hemorrhagic fever***, Marburg virus",2018,19,
Diphtheria,2018,19,
"Q fever¶, chronic",2018,19,
Toxic-shock syndrome (other than Streptococcal)¶,2018,19,
"Rabies, human",2018,19,
Tularemia,2018,19,
"Botulism, infant",2018,19,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,19,
"Syphilis, congenital",2018,19,
Brucellosis,2018,19,
Measles††,2018,19,2
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,19,
Typhoid fever ,2018,19,2
Listeriosis,2018,19,3
"Viral hemorrhagic fevers***, Machupo virus",2018,19,
"Botulism, foodborne",2018,19,
"Botulism, total",2018,19,
"Viral hemorrhagic fevers***, Guanarito virus",2018,19,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,19,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,19,1
Smallpox,2018,19,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,19,
Leptospirosis¶,2018,19,
"Hepatitis B, perinatal infection",2018,19,
"Botulism, other (wound and unspecified)",2018,19,
"Meningococcal disease, Serogroups ACWY",2018,19,2
"Q fever¶, acute",2018,19,1
Yellow fever,2018,19,
Paratyphoid fever¶¶,2018,19,
Hantavirus pulmonary syndrome¶ ,2018,19,
"Meningococcal disease, Unknown serogroup",2018,19,2
Hansen's disease¶,2018,19,
Anthrax,2018,19,
"Viral hemorrhagic fevers***, Lujo virus",2018,19,
Plague,2018,19,
"Viral hemorrhagic fevers***, Ebola virus ",2018,19,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,19,5
"Q fever¶, total",2018,19,1
Vancomycin-intermediate Staphylococcus aureus¶,2018,19,1
"Influenza-associated pediatric mortality¶,**",2018,19,3
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,19,
Chancroid,2018,19,
Streptococcal toxic-shock syndrome¶,2018,19,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,19,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,19,
"Meningococcal disease, Other serogroups",2018,19,1
"Viral hemorrhagic fevers***, Lujo virus",2018,20,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,20,
"Poliomyelitis, paralytic",2018,20,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,20,
Psittacosis¶,2018,20,
"Botulism, infant",2018,20,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,20,
"Viral hemorrhagic fever***, Marburg virus",2018,20,
"Polio virus Infection, nonparalytic¶",2018,20,
Leptospirosis¶,2018,20,
"Viral hemorrhagic fevers***, Machupo virus",2018,20,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,20,
"Viral hemorrhagic fevers***, Lassa virus",2018,20,
"Meningococcal disease, Serogroups ACWY",2018,20,
"Meningococcal disease, Other serogroups",2018,20,1
Tularemia,2018,20,7
Smallpox,2018,20,
"Meningococcal disease, Unknown serogroup",2018,20,1
"Q fever¶, total",2018,20,
"Influenza-associated pediatric mortality¶,**",2018,20,1
Novel Influenza A virus infections§§,2018,20,
"Rabies, human",2018,20,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,20,
Chancroid,2018,20,
Cholera,2018,20,
Hantavirus pulmonary syndrome¶ ,2018,20,
"Botulism, foodborne",2018,20,
"Q fever¶, chronic",2018,20,
Yellow fever,2018,20,
Vancomycin-intermediate Staphylococcus aureus¶,2018,20,
Listeriosis,2018,20,2
"Q fever¶, acute",2018,20,
Anthrax,2018,20,
"Viral hemorrhagic fevers***, Guanarito virus",2018,20,
Diphtheria,2018,20,
Toxic-shock syndrome (other than Streptococcal)¶,2018,20,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,20,
"Hepatitis B, perinatal infection",2018,20,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,20,4
"Syphilis, congenital",2018,20,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,20,
Streptococcal toxic-shock syndrome¶,2018,20,2
Hansen's disease¶,2018,20,
Vancomycin-resistant Staphylococcus aureus¶,2018,20,
Typhoid fever ,2018,20,1
Trichinellosis¶,2018,20,
"Viral hemorrhagic fevers***, Ebola virus ",2018,20,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,20,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,20,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,20,
Paratyphoid fever¶¶,2018,20,1
"Meningococcal disease, Serogroup B",2018,20,
Cyclosporiasis¶,2018,20,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,20,
"Viral hemorrhagic fever***, Sabia virus",2018,20,
Measles††,2018,20,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,20,2
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,20,1
"Botulism, total",2018,20,
"Botulism, other (wound and unspecified)",2018,20,
Plague,2018,20,
"Viral hemorrhagic fevers***, Junin virus",2018,20,
Brucellosis,2018,20,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,20,1
"Viral hemorrhagic fever***, Sabia virus",2018,21,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,21,2
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,21,
"Influenza-associated pediatric mortality¶,**",2018,21,2
"Botulism, other (wound and unspecified)",2018,21,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,21,
"Meningococcal disease, Other serogroups",2018,21,
Toxic-shock syndrome (other than Streptococcal)¶,2018,21,
"Rabies, human",2018,21,
Vancomycin-intermediate Staphylococcus aureus¶,2018,21,
"Viral hemorrhagic fevers***, Junin virus",2018,21,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,21,
Cholera,2018,21,
"Viral hemorrhagic fevers***, Guanarito virus",2018,21,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,21,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,21,
Trichinellosis¶,2018,21,
Chancroid,2018,21,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,21,
Cyclosporiasis¶,2018,21,8
"Viral hemorrhagic fever***, Marburg virus",2018,21,
"Q fever¶, chronic",2018,21,1
"Meningococcal disease, Unknown serogroup",2018,21,2
"Viral hemorrhagic fevers***, Lassa virus",2018,21,
"Viral hemorrhagic fevers***, Machupo virus",2018,21,
Smallpox,2018,21,
Streptococcal toxic-shock syndrome¶,2018,21,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,21,
"Q fever¶, total",2018,21,1
"Poliomyelitis, paralytic",2018,21,
"Viral hemorrhagic fevers***, Ebola virus ",2018,21,
Brucellosis,2018,21,
Diphtheria,2018,21,
Tularemia,2018,21,
Hantavirus pulmonary syndrome¶ ,2018,21,
"Viral hemorrhagic fevers***, Lujo virus",2018,21,
"Botulism, foodborne",2018,21,
"Meningococcal disease, Serogroup B",2018,21,
Psittacosis¶,2018,21,
Plague,2018,21,
"Botulism, infant",2018,22,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,21,
Typhoid fever ,2018,21,6
Measles††,2018,21,3
Yellow fever,2018,21,
"Hepatitis B, perinatal infection",2018,21,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,21,
Listeriosis,2018,21,5
"Botulism, total",2018,21,1
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,21,
Leptospirosis¶,2018,21,
Vancomycin-resistant Staphylococcus aureus¶,2018,21,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,21,1
"Hemolytic uremic syndrome, postdiarrheal¶",2018,21,3
"Polio virus Infection, nonparalytic¶",2018,21,
Anthrax,2018,21,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,21,
"Syphilis, congenital",2018,21,
Novel Influenza A virus infections§§,2018,21,
"Q fever¶, acute",2018,21,
Paratyphoid fever¶¶,2018,21,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,21,3
Hansen's disease¶,2018,21,
"Meningococcal disease, Serogroups ACWY",2018,21,
"Botulism, infant",2018,21,1
"Meningococcal disease, Unknown serogroup",2018,22,4
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,22,
"Polio virus Infection, nonparalytic¶",2018,22,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,22,
Novel Influenza A virus infections§§,2018,22,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,22,3
"Q fever¶, total",2018,22,
Leptospirosis¶,2018,22,1
"Viral hemorrhagic fevers***, Junin virus",2018,22,
"Viral hemorrhagic fevers***, Guanarito virus",2018,22,
Listeriosis,2018,22,5
"Botulism, total",2018,22,1
Tularemia,2018,22,
Paratyphoid fever¶¶,2018,22,
"Viral hemorrhagic fever***, Sabia virus",2018,22,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,22,
Streptococcal toxic-shock syndrome¶,2018,22,
Measles††,2018,22,1
Hansen's disease¶,2018,22,
"Viral hemorrhagic fevers***, Lassa virus",2018,22,
"Hepatitis B, perinatal infection",2018,22,
Typhoid fever ,2018,22,1
"Meningococcal disease, Serogroups ACWY",2018,22,3
Brucellosis,2018,22,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,22,
Psittacosis¶,2018,22,
"Botulism, foodborne",2018,22,
"Viral hemorrhagic fever***, Marburg virus",2018,22,
"Rabies, human",2018,22,
Trichinellosis¶,2018,22,
Chancroid,2018,22,
"Poliomyelitis, paralytic",2018,22,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,22,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,22,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,22,
Diphtheria,2018,22,
Vancomycin-resistant Staphylococcus aureus¶,2018,22,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,22,
Cholera,2018,22,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,22,4
Toxic-shock syndrome (other than Streptococcal)¶,2018,22,1
"Influenza-associated pediatric mortality¶,**",2018,22,1
Yellow fever,2018,22,
Hantavirus pulmonary syndrome¶ ,2018,22,
"Meningococcal disease, Serogroup B",2018,22,
"Viral hemorrhagic fevers***, Ebola virus ",2018,22,
"Syphilis, congenital",2018,22,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,22,1
"Botulism, other (wound and unspecified)",2018,22,
Anthrax,2018,22,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,22,
Vancomycin-intermediate Staphylococcus aureus¶,2018,22,1
Smallpox,2018,22,
"Q fever¶, chronic",2018,22,
"Viral hemorrhagic fevers***, Lujo virus",2018,22,
"Meningococcal disease, Other serogroups",2018,22,
"Viral hemorrhagic fevers***, Machupo virus",2018,22,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,22,
Plague,2018,22,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,22,1
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,22,
"Q fever¶, acute",2018,22,
Cyclosporiasis¶,2018,22,10
"Meningococcal disease, Serogroup B",2018,23,
Trichinellosis¶,2018,23,
"Viral hemorrhagic fever***, Sabia virus",2018,23,
"Viral hemorrhagic fevers***, Lujo virus",2018,23,
"Viral hemorrhagic fevers***, Ebola virus ",2018,23,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,23,
"Viral hemorrhagic fevers***, Machupo virus",2018,23,
Vancomycin-intermediate Staphylococcus aureus¶,2018,23,1
Hansen's disease¶,2018,23,1
Psittacosis¶,2018,23,
"Viral hemorrhagic fevers***, Junin virus",2018,23,
"Q fever¶, total",2018,23,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,23,
"Viral hemorrhagic fevers***, Lassa virus",2018,23,
Typhoid fever ,2018,23,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,23,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,23,
"Botulism, infant",2018,23,
"Polio virus Infection, nonparalytic¶",2018,23,
"Viral hemorrhagic fever***, Marburg virus",2018,23,
"Rabies, human",2018,23,
"Botulism, other (wound and unspecified)",2018,23,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,23,
Measles††,2018,23,
"Viral hemorrhagic fevers***, Guanarito virus",2018,23,
Leptospirosis¶,2018,23,
"Poliomyelitis, paralytic",2018,23,
"Influenza-associated pediatric mortality¶,**",2018,23,2
"Meningococcal disease, Serogroups ACWY",2018,23,
"Q fever¶, chronic",2018,23,
"Q fever¶, acute",2018,23,
"Syphilis, congenital",2018,23,
Hantavirus pulmonary syndrome¶ ,2018,23,
"Hepatitis B, perinatal infection",2018,23,
Streptococcal toxic-shock syndrome¶,2018,23,2
Anthrax,2018,23,
"Meningococcal disease, Other serogroups",2018,23,
Listeriosis,2018,23,7
Vancomycin-resistant Staphylococcus aureus¶,2018,23,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,23,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,23,1
Smallpox,2018,23,
Diphtheria,2018,23,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,23,
Chancroid,2018,23,
Tularemia,2018,23,
Novel Influenza A virus infections§§,2018,23,
"Meningococcal disease, Unknown serogroup",2018,23,3
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,23,
Cholera,2018,23,
Yellow fever,2018,23,
"Botulism, foodborne",2018,23,
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,23,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,23,1
Plague,2018,23,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,23,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,23,
"Botulism, total",2018,23,
Cyclosporiasis¶,2018,23,22
Paratyphoid fever¶¶,2018,23,
Toxic-shock syndrome (other than Streptococcal)¶,2018,23,
Brucellosis,2018,23,1
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,23,5
"Hemolytic uremic syndrome, postdiarrheal¶",2018,23,2
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,24,1
"Viral hemorrhagic fevers***, Junin virus",2018,24,
Vancomycin-resistant Staphylococcus aureus¶,2018,24,
"Viral hemorrhagic fevers***, Ebola virus ",2018,24,
Cholera,2018,24,
Paratyphoid fever¶¶,2018,24,
Psittacosis¶,2018,24,
Plague,2018,24,
Leptospirosis¶,2018,24,
Streptococcal toxic-shock syndrome¶,2018,24,
Vancomycin-intermediate Staphylococcus aureus¶,2018,24,
Toxic-shock syndrome (other than Streptococcal)¶,2018,24,1
Tularemia,2018,24,3
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,24,
Brucellosis,2018,24,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,24,
"Poliomyelitis, paralytic",2018,24,
Yellow fever,2018,24,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,24,
"Meningococcal disease, Other serogroups",2018,24,
Trichinellosis¶,2018,24,
"Botulism, total",2018,24,
"Syphilis, congenital",2018,24,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,24,
"Q fever¶, total",2018,24,2
Hansen's disease¶,2018,24,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,24,
"Viral hemorrhagic fever***, Sabia virus",2018,24,
"Q fever¶, acute",2018,24,2
"Influenza-associated pediatric mortality¶,**",2018,24,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,24,
Anthrax,2018,24,
"Hepatitis B, perinatal infection",2018,24,
"Meningococcal disease, Serogroups ACWY",2018,24,
Chancroid,2018,24,
"Viral hemorrhagic fevers***, Lassa virus",2018,24,
Novel Influenza A virus infections§§,2018,24,
"Meningococcal disease, Unknown serogroup",2018,24,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,24,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,24,
"Polio virus Infection, nonparalytic¶",2018,24,
"Meningococcal disease, Serogroup B",2018,24,
Listeriosis,2018,24,5
"Hemolytic uremic syndrome, postdiarrheal¶",2018,24,4
"Viral hemorrhagic fevers***, Guanarito virus",2018,24,
Typhoid fever ,2018,24,2
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,24,
"Botulism, other (wound and unspecified)",2018,24,
Hantavirus pulmonary syndrome¶ ,2018,24,
Cyclosporiasis¶,2018,24,32
"Q fever¶, chronic",2018,24,
"Viral hemorrhagic fever***, Marburg virus",2018,24,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,24,
Smallpox,2018,24,
Measles††,2018,24,1
"Viral hemorrhagic fevers***, Lujo virus",2018,24,
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,24,3
"Rabies, human",2018,24,
"Viral hemorrhagic fevers***, Machupo virus",2018,24,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,24,
"Botulism, foodborne",2018,24,
"Botulism, infant",2018,24,
Diphtheria,2018,24,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,24,
Cholera,2018,25,
Hantavirus pulmonary syndrome¶ ,2018,25,
Psittacosis¶,2018,25,1
Tularemia,2018,25,4
Leptospirosis¶,2018,25,
Yellow fever,2018,25,
"Haemophilus influenzae, invasive disease, age <5 years, Non-b serotype ",2018,25,1
"Meningococcal disease, Serogroups ACWY",2018,25,
"Viral hemorrhagic fever***, Marburg virus",2018,25,
Streptococcal toxic-shock syndrome¶,2018,25,2
Hansen's disease¶,2018,25,1
Paratyphoid fever¶¶,2018,25,
Chancroid,2018,25,1
Novel Influenza A virus infections§§,2018,25,
"Botulism, foodborne",2018,25,
Smallpox,2018,25,
Cyclosporiasis¶,2018,25,25
"Hepatitis B, perinatal infection",2018,25,
"Botulism, total",2018,25,
"Polio virus Infection, nonparalytic¶",2018,25,
Measles††,2018,25,
Plague,2018,25,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, St. Louis encephalitis virus disease",2018,25,
"Q fever¶, total",2018,25,2
"Viral hemorrhagic fevers***, Ebola virus ",2018,25,
"Syphilis, congenital",2018,25,
"Viral hemorrhagic fevers***, Lujo virus",2018,25,
Toxic-shock syndrome (other than Streptococcal)¶,2018,25,
"Meningococcal disease, Unknown serogroup",2018,25,3
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,25,
"Viral hemorrhagic fevers***, Machupo virus",2018,25,
Diphtheria,2018,25,
"Q fever¶, acute",2018,25,2
"Haemophilus influenzae, invasive disease, age <5 years, Unknown serotype",2018,25,3
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,25,
Trichinellosis¶,2018,25,
Severe acute respiratory syndrome-associated coronavirus disease (SARS-CoV),2018,25,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,25,
"Viral hemorrhagic fevers***, Lassa virus",2018,25,
Vancomycin-intermediate Staphylococcus aureus¶,2018,25,2
Listeriosis,2018,25,4
"Hemolytic uremic syndrome, postdiarrheal¶",2018,25,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,25,
"Influenza-associated pediatric mortality¶,**",2018,25,
"Q fever¶, chronic",2018,25,
Anthrax,2018,25,
"Meningococcal disease, Other serogroups",2018,25,
"Poliomyelitis, paralytic",2018,25,
"Botulism, infant",2018,25,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,25,1
"Meningococcal disease, Serogroup B",2018,25,
"Hantavirus infection, non-hantavirus pulmonary syndrome¶",2018,25,
"Botulism, other (wound and unspecified)",2018,25,
"Rabies, human",2018,25,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Jamestown Canyon virus disease ",2018,25,
Vancomycin-resistant Staphylococcus aureus¶,2018,25,
"Viral hemorrhagic fevers***, Guanarito virus",2018,25,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,25,
"Viral hemorrhagic fevers***, Junin virus",2018,25,
Brucellosis,2018,25,
Typhoid fever ,2018,25,
"Viral hemorrhagic fever***, Sabia virus",2018,25,
"Haemophilus influenzae, invasive disease, age <5 years, Nontypeable",2018,25,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Eastern equine encephalitis virus disease",2018,25,
Paratyphoid fever¶¶,2018,26,
"Botulism, foodborne",2018,26,
Vancomycin-intermediate Staphylococcus aureus¶,2018,26,
"Viral hemorrhagic fevers***, Guanarito virus",2018,26,
"Q fever¶, acute",2018,26,1
Brucellosis,2018,26,
"Viral hemorrhagic fevers***, Crimean-Congo hemorrhagic fever virus",2018,26,
"Meningococcal disease, Serogroup B",2018,26,
Leptospirosis¶,2018,26,1
Cholera,2018,26,
"Meningococcal disease, Other serogroups",2018,26,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Western equine encephalitis virus disease",2018,26,
Chancroid,2018,26,
Vancomycin-resistant Staphylococcus aureus¶,2018,26,
"Hepatitis B, perinatal infection",2018,26,
Novel Influenza A virus infections§§,2018,26,1
Hantavirus pulmonary syndrome¶ ,2018,26,
Anthrax,2018,26,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Powassan virus disease",2018,26,
"Viral hemorrhagic fevers***, Junin virus",2018,26,
"Q fever¶, total",2018,26,1
"Haemophilus influenzae, invasive disease, age <5 years, Serotype b",2018,26,
Hansen's disease¶,2018,26,
"Hemolytic uremic syndrome, postdiarrheal¶",2018,26,2
Tularemia,2018,26,4
"Influenza-associated pediatric mortality¶,**",2018,26,2
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, Chikungunya virus disease",2018,26,
"Botulism, other (wound and unspecified)",2018,26,
"Viral hemorrhagic fevers***, Lujo virus",2018,26,
Listeriosis,2018,26,5
Cyclosporiasis¶,2018,26,36
Measles††,2018,26,
"Viral hemorrhagic fevers***, Lassa virus",2018,26,
"Arboviral diseases, neuroinvasive and  nonneuroinvasive¶, La Crosse virus disease ",2018,26,
