Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2016","Lyme disease, Cum 2016, flag","Lyme disease, Cum 2015","Lyme disease, Cum 2015, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2016","Malaria, Cum 2016, flag","Malaria, Cum 2015","Malaria, Cum 2015, flag","Meningococcal disease, invasive§, All serogroups, Current week","Meningococcal disease, invasive§, All serogroups, Current week, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive§, All serogroups, Cum 2016","Meningococcal disease, invasive§, All serogroups, Cum 2016, flag","Meningococcal disease, invasive§, All serogroups, Cum 2015","Meningococcal disease, invasive§, All serogroups, Cum 2015, flag",Location 1,Location 2
VERMONT,2016,27,,-,7,,59,,94,,200,,,-,0,,2,,3,,,-,,-,0,,0,,,-,1,,"VERMONT
(43.622479, -72.51927)",
S. ATLANTIC,2016,27,68,,71,,230,,1436,,1596,,7,,7,,17,,190,,129,,1,,1,,4,,36,,38,,,
ILLINOIS,2016,27,,-,1,,20,,30,,180,,,-,1,,3,,16,,24,,,-,0,,2,,9,,12,,"ILLINOIS
(40.477092, -88.993221)",
MINNESOTA,2016,27,,-,1,,152,,,-,912,,,-,0,,4,,,-,17,,,-,0,,1,,,-,4,,"MINNESOTA
(44.943719, -93.094281)",
OKLAHOMA,2016,27,,-,0,,0,,,-,,-,,-,0,,5,,1,,2,,1,,0,,1,,4,,2,,"OKLAHOMA
(35.468494, -97.521264)",
MICHIGAN,2016,27,1,,2,,11,,43,,57,,,-,0,,3,,10,,6,,,-,0,,1,,2,,5,,"MICHIGAN
(44.66399, -84.711206)",
NEW YORK,2016,27,74,,44,,227,,872,,780,,,-,1,,7,,26,,23,,,-,0,,1,,3,,5,,"NEW YORK
(42.826892, -75.544286)",
MARYLAND,2016,27,29,,26,,115,,592,,681,,2,,3,,9,,84,,44,,,-,0,,1,,1,,1,,"MARYLAND
(39.290443, -76.612333)",
NEW JERSEY,2016,27,,-,51,,331,,1148,,2494,,,-,1,,4,,24,,35,,,-,0,,2,,4,,4,,"NEW JERSEY
(40.104655, -74.386686)",
PUERTO RICO,2016,27,,N,0,,0,,,N,,N,,-,0,,5,,,-,5,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
WASHINGTON,2016,27,,-,0,,24,,1,,,-,,-,0,,21,,18,,,-,,-,0,,10,,8,,,-,"WASHINGTON
(47.517368, -120.467672)",
AMER. SAMOA,2016,27,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
ALABAMA,2016,27,,-,0,,3,,22,,13,,,-,0,,2,,4,,5,,,-,0,,1,,4,,4,,"ALABAMA
(32.839182, -86.631125)",
PENNSYLVANIA,2016,27,126,,131,,764,,3824,,2991,,,-,0,,3,,18,,19,,,-,0,,2,,6,,5,,"PENNSYLVANIA
(40.789676, -77.858055)",
COLORADO,2016,27,,-,0,,0,,,-,,-,,-,0,,5,,,-,8,,,-,0,,1,,3,,3,,"COLORADO
(38.841772, -106.132562)",
NEW MEXICO,2016,27,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,1,,1,,"NEW MEXICO
(34.520396, -106.244402)",
CALIFORNIA,2016,27,,-,0,,12,,8,,51,,,-,2,,6,,33,,48,,1,,1,,5,,46,,30,,"CALIFORNIA
(37.640735, -121.002435)",
SOUTH CAROLINA,2016,27,,-,0,,3,,17,,25,,,-,0,,1,,2,,1,,,-,0,,1,,3,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MID. ATLANTIC,2016,27,201,,257,,1250,,6450,,6581,,4,,7,,16,,139,,137,,,-,0,,4,,19,,19,,,
MAINE,2016,27,,-,11,,79,,161,,360,,,-,0,,1,,8,,5,,,-,0,,2,,1,,2,,"MAINE
(45.252223, -68.986647)",
GUAM,2016,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
UNITED STATES,2016,27,284,,460,,2507,,9598,,15788,,13,,26,,57,,594,,528,,3,,7,,19,,203,,219,,,
OHIO,2016,27,9,,2,,18,,51,,59,,2,,1,,4,,20,,18,,,-,0,,2,,4,,12,,"OHIO
(40.056807, -82.405897)",
NEVADA,2016,27,,-,0,,1,,,-,4,,,-,0,,2,,,-,1,,,-,0,,0,,,-,1,,"NEVADA
(39.491833, -117.070159)",
IDAHO,2016,27,,-,0,,1,,5,,6,,,-,0,,2,,,-,,-,,-,0,,1,,1,,,-,"IDAHO
(43.680635, -114.364237)",
PACIFIC,2016,27,,-,2,,24,,49,,72,,,-,2,,22,,62,,61,,1,,2,,11,,68,,49,,,
WISCONSIN,2016,27,2,,20,,154,,480,,1104,,,-,0,,2,,8,,2,,,-,0,,1,,3,,6,,"WISCONSIN
(44.395526, -89.834513)",
LOUISIANA,2016,27,,-,0,,1,,,-,2,,,-,0,,2,,7,,4,,,-,0,,1,,2,,5,,"LOUISIANA
(31.2931, -92.463284)",
OREGON,2016,27,,-,1,,4,,33,,18,,,-,0,,2,,8,,10,,,-,0,,3,,10,,15,,"OREGON
(44.567912, -120.156945)",
KENTUCKY,2016,27,,-,0,,6,,14,,18,,,-,0,,1,,4,,3,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
HAWAII,2016,27,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,2,,1,,2,,"HAWAII
(21.30992, -157.858158)",
MOUNTAIN,2016,27,,-,1,,2,,12,,23,,,-,1,,6,,21,,20,,,-,0,,2,,8,,10,,,
TENNESSEE,2016,27,,-,0,,4,,12,,6,,,-,0,,2,,8,,4,,,-,0,,1,,5,,1,,"TENNESSEE
(35.681402, -85.774444)",
KANSAS,2016,27,,-,0,,3,,16,,11,,,-,0,,1,,2,,4,,,-,0,,1,,2,,3,,"KANSAS
(38.345528, -98.201847)",
ARIZONA,2016,27,,-,0,,2,,4,,7,,,-,0,,4,,17,,7,,,-,0,,1,,1,,3,,"ARIZONA
(34.869712, -111.760902)",
DELAWARE,2016,27,9,,8,,26,,220,,195,,,-,0,,2,,11,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
TEXAS,2016,27,1,,1,,6,,13,,9,,,-,2,,8,,32,,22,,,-,0,,3,,15,,15,,"TEXAS
(31.827233, -99.423022)",
W.N. CENTRAL,2016,27,,-,9,,179,,104,,1133,,,-,1,,5,,15,,41,,,-,0,,2,,7,,19,,,
GEORGIA,2016,27,,-,0,,2,,,-,4,,2,,1,,6,,25,,21,,,-,0,,3,,11,,9,,"GEORGIA
(32.836038, -83.631709)",
FLORIDA,2016,27,6,,3,,12,,51,,41,,3,,1,,4,,26,,16,,1,,0,,2,,9,,14,,"FLORIDA
(28.915325, -81.922409)",
CONNECTICUT,2016,27,1,,21,,186,,379,,1201,,,-,0,,1,,1,,7,,,-,0,,1,,1,,4,,"CONNECTICUT
(41.544654, -72.651713)",
UNITED STATES,2016,28,448,,485,,2507,,11211,,18292,,15,,26,,57,,628,,569,,1,,7,,20,,213,,223,,,
WEST VIRGINIA,2016,28,4,,3,,24,,100,,126,,,-,0,,1,,1,,,-,,-,0,,2,,2,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
OHIO,2016,28,7,,2,,18,,59,,77,,1,,1,,4,,21,,20,,,-,0,,2,,4,,12,,"OHIO
(40.056807, -82.405897)",
MISSOURI,2016,28,,-,0,,2,,,-,,-,,-,0,,3,,,-,9,,,-,0,,1,,,-,6,,"MISSOURI
(38.636168, -92.566292)",
NEW ENGLAND,2016,28,34,,61,,719,,1176,,5555,,,-,2,,4,,51,,46,,,-,0,,2,,10,,16,,,
E.S. CENTRAL,2016,28,,-,2,,11,,49,,49,,,-,1,,4,,18,,14,,,-,0,,2,,10,,6,,,
SOUTH DAKOTA,2016,28,,-,0,,1,,3,,3,,,-,0,,1,,3,,3,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
TENNESSEE,2016,28,,-,0,,4,,11,,8,,,-,0,,2,,8,,5,,,-,0,,1,,5,,1,,"TENNESSEE
(35.681402, -85.774444)",
NEW HAMPSHIRE,2016,28,4,,2,,25,,96,,468,,,-,0,,2,,6,,4,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WASHINGTON,2016,28,,-,0,,24,,1,,,-,,-,0,,21,,18,,,-,,-,0,,10,,8,,,-,"WASHINGTON
(47.517368, -120.467672)",
PUERTO RICO,2016,28,,N,0,,0,,,N,,N,,-,0,,1,,,-,5,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MID. ATLANTIC,2016,28,324,,260,,1250,,7389,,7820,,6,,7,,16,,146,,150,,,-,0,,4,,21,,19,,,
VIRGIN ISL.,2016,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
NEW YORK,2016,28,131,,44,,227,,1038,,978,,,-,1,,7,,26,,23,,,-,0,,1,,4,,5,,"NEW YORK
(42.826892, -75.544286)",
KENTUCKY,2016,28,,-,0,,6,,15,,24,,,-,0,,1,,4,,3,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
NORTH CAROLINA,2016,28,,-,3,,56,,92,,71,,,-,0,,6,,15,,13,,,-,0,,1,,2,,4,,"NORTH CAROLINA
(35.47995, -79.180571)",
DELAWARE,2016,28,12,,8,,26,,238,,221,,,-,0,,2,,11,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
PACIFIC,2016,28,1,,2,,24,,53,,77,,,-,2,,22,,67,,67,,,-,2,,11,,73,,49,,,
MARYLAND,2016,28,38,,27,,115,,682,,765,,4,,3,,9,,91,,47,,,-,0,,1,,1,,1,,"MARYLAND
(39.290443, -76.612333)",
MASSACHUSETTS,2016,28,3,,9,,322,,73,,2702,,,-,1,,4,,31,,27,,,-,0,,2,,8,,7,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW MEXICO,2016,28,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,1,,1,,"NEW MEXICO
(34.520396, -106.244402)",
INDIANA,2016,28,,-,1,,7,,20,,103,,,-,0,,2,,6,,4,,,-,0,,2,,5,,3,,"INDIANA
(39.76845, -86.156212)",
NEW JERSEY,2016,28,2,,58,,331,,1355,,2825,,,-,1,,4,,24,,39,,,-,0,,2,,5,,4,,"NEW JERSEY
(40.104655, -74.386686)",
NEVADA,2016,28,,-,0,,1,,,-,5,,,-,0,,2,,,-,3,,,-,0,,0,,,-,1,,"NEVADA
(39.491833, -117.070159)",
WYOMING,2016,28,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,"WYOMING
(43.23558, -108.110518)",
COLORADO,2016,28,,-,0,,0,,,-,,-,,-,0,,5,,,-,8,,,-,0,,1,,3,,3,,"COLORADO
(38.841772, -106.132562)",
DIST. OF COL.,2016,28,,N,0,,0,,,N,,N,,-,0,,2,,5,,8,,,-,0,,0,,,-,3,,DIST. OF COL.,
GUAM,2016,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
W.S. CENTRAL,2016,28,1,,1,,6,,14,,14,,2,,2,,13,,45,,31,,1,,1,,3,,23,,25,,,
ALABAMA,2016,28,,-,0,,3,,23,,16,,,-,0,,2,,4,,5,,,-,0,,1,,4,,4,,"ALABAMA
(32.839182, -86.631125)",
C.N.M.I.,2016,28,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
MAINE,2016,28,,-,14,,79,,232,,438,,,-,0,,1,,8,,5,,,-,0,,2,,1,,2,,"MAINE
(45.252223, -68.986647)",
GEORGIA,2016,28,,-,0,,2,,,-,6,,,-,1,,6,,26,,21,,,-,0,,3,,11,,9,,"GEORGIA
(32.836038, -83.631709)",
E.N. CENTRAL,2016,28,9,,30,,158,,786,,1655,,1,,2,,7,,62,,57,,,-,1,,3,,23,,38,,,
VIRGINIA,2016,28,19,,23,,120,,416,,524,,,-,1,,4,,23,,28,,,-,0,,2,,8,,7,,"VIRGINIA
(37.542699, -78.45822)",
RHODE ISLAND,2016,28,,-,10,,77,,136,,317,,,-,0,,3,,2,,3,,,-,0,,1,,,-,2,,"RHODE ISLAND
(41.707447, -71.522488)",
IOWA,2016,28,,-,3,,20,,94,,214,,,-,0,,2,,6,,7,,,-,0,,1,,2,,5,,"IOWA
(42.46942, -93.815856)",
VERMONT,2016,28,27,,6,,59,,138,,243,,,-,0,,2,,3,,,-,,-,0,,0,,,-,1,,"VERMONT
(43.622479, -72.51927)",
LOUISIANA,2016,28,,-,0,,1,,,-,2,,,-,0,,2,,7,,4,,,-,0,,1,,2,,5,,"LOUISIANA
(31.2931, -92.463284)",
ILLINOIS,2016,28,,-,2,,16,,41,,196,,,-,1,,3,,17,,25,,,-,0,,2,,9,,12,,"ILLINOIS
(40.477092, -88.993221)",
FLORIDA,2016,28,6,,3,,12,,57,,46,,2,,1,,4,,28,,18,,,-,0,,2,,9,,14,,"FLORIDA
(28.915325, -81.922409)",
KANSAS,2016,28,,-,0,,3,,19,,14,,,-,0,,1,,3,,5,,,-,0,,1,,2,,4,,"KANSAS
(38.345528, -98.201847)",
MISSISSIPPI,2016,28,,-,0,,1,,,-,1,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
WISCONSIN,2016,28,,-,20,,108,,619,,1212,,,-,0,,2,,8,,2,,,-,0,,1,,3,,6,,"WISCONSIN
(44.395526, -89.834513)",
TEXAS,2016,28,1,,1,,6,,14,,12,,2,,2,,8,,36,,23,,1,,0,,3,,16,,16,,"TEXAS
(31.827233, -99.423022)",
AMER. SAMOA,2016,28,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
MOUNTAIN,2016,28,,-,1,,2,,13,,25,,,-,1,,6,,21,,22,,,-,0,,2,,9,,10,,,
PENNSYLVANIA,2016,28,188,,131,,764,,4387,,3661,,1,,0,,3,,20,,19,,,-,0,,2,,6,,5,,"PENNSYLVANIA
(40.789676, -77.858055)",
MINNESOTA,2016,28,,-,0,,152,,,-,1064,,,-,0,,4,,,-,18,,,-,0,,1,,,-,4,,"MINNESOTA
(44.943719, -93.094281)",
ARIZONA,2016,28,,-,0,,2,,4,,7,,,-,0,,4,,17,,7,,,-,0,,1,,1,,3,,"ARIZONA
(34.869712, -111.760902)",
NORTH DAKOTA,2016,28,,-,0,,4,,5,,15,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
S. ATLANTIC,2016,28,79,,71,,230,,1602,,1785,,6,,7,,17,,202,,137,,,-,1,,4,,37,,40,,,
NEBRASKA,2016,28,,-,0,,3,,8,,2,,,-,0,,1,,3,,2,,,-,0,,1,,2,,1,,"NEBRASKA
(41.640503, -99.367122)",
MONTANA,2016,28,,-,0,,1,,2,,1,,,-,0,,1,,3,,1,,,-,0,,1,,1,,,-,"MONTANA
(47.062617, -109.430168)",
CONNECTICUT,2016,28,,-,24,,186,,501,,1387,,,-,0,,1,,1,,7,,,-,0,,1,,1,,4,,"CONNECTICUT
(41.544654, -72.651713)",
OREGON,2016,28,1,,1,,4,,34,,19,,,-,0,,2,,8,,10,,,-,0,,3,,10,,15,,"OREGON
(44.567912, -120.156945)",
CALIFORNIA,2016,28,,-,0,,12,,11,,54,,,-,2,,6,,38,,54,,,-,1,,6,,50,,30,,"CALIFORNIA
(37.640735, -121.002435)",
IDAHO,2016,28,,-,0,,1,,6,,6,,,-,0,,2,,,-,,-,,-,0,,1,,1,,,-,"IDAHO
(43.680635, -114.364237)",
SOUTH CAROLINA,2016,28,,-,0,,3,,17,,26,,,-,0,,1,,2,,2,,,-,0,,1,,4,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
W.N. CENTRAL,2016,28,,-,9,,179,,129,,1312,,,-,1,,5,,16,,45,,,-,0,,2,,7,,20,,,
NEW YORK CITY,2016,28,3,,8,,563,,609,,356,,5,,3,,12,,76,,69,,,-,0,,2,,6,,5,,NEW YORK CITY,
ARKANSAS,2016,28,,-,0,,0,,,-,,-,,-,0,,2,,1,,2,,,-,0,,1,,1,,2,,"ARKANSAS
(34.748745, -92.275105)",
MICHIGAN,2016,28,2,,2,,10,,47,,67,,,-,0,,3,,10,,6,,,-,0,,1,,2,,5,,"MICHIGAN
(44.66399, -84.711206)",
OKLAHOMA,2016,28,,-,0,,0,,,-,,-,,-,0,,5,,1,,2,,,-,0,,1,,4,,2,,"OKLAHOMA
(35.468494, -97.521264)",
ALASKA,2016,28,,-,0,,2,,7,,4,,,-,0,,1,,2,,3,,,-,0,,2,,4,,2,,"ALASKA
(64.836661, -147.738891)",
HAWAII,2016,28,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,2,,1,,2,,"HAWAII
(21.30992, -157.858158)",
UTAH,2016,28,,-,0,,1,,1,,5,,,-,0,,2,,,-,2,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
COLORADO,2016,29,,-,0,,0,,,-,,-,,-,0,,5,,,-,13,,,-,0,,1,,3,,3,,"COLORADO
(38.841772, -106.132562)",
MICHIGAN,2016,29,2,,2,,10,,58,,77,,1,,0,,3,,11,,8,,,-,0,,1,,3,,6,,"MICHIGAN
(44.66399, -84.711206)",
OHIO,2016,29,1,,2,,10,,65,,84,,,-,1,,4,,21,,20,,,-,0,,2,,4,,12,,"OHIO
(40.056807, -82.405897)",
DIST. OF COL.,2016,29,,N,0,,0,,,N,,N,,-,0,,2,,5,,8,,,-,0,,0,,,-,3,,DIST. OF COL.,
ILLINOIS,2016,29,,-,2,,13,,41,,209,,,-,1,,3,,22,,28,,,-,0,,2,,9,,13,,"ILLINOIS
(40.477092, -88.993221)",
NEW HAMPSHIRE,2016,29,1,,2,,20,,129,,485,,,-,0,,2,,6,,4,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WYOMING,2016,29,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,"WYOMING
(43.23558, -108.110518)",
SOUTH DAKOTA,2016,29,,-,0,,1,,3,,4,,,-,0,,1,,3,,3,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
OKLAHOMA,2016,29,,-,0,,0,,,-,,-,,-,0,,5,,1,,2,,,-,0,,1,,4,,3,,"OKLAHOMA
(35.468494, -97.521264)",
GUAM,2016,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
INDIANA,2016,29,,-,1,,10,,44,,109,,,-,0,,2,,6,,4,,,-,0,,2,,5,,3,,"INDIANA
(39.76845, -86.156212)",
UTAH,2016,29,,-,0,,1,,1,,6,,,-,0,,2,,,-,2,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
GEORGIA,2016,29,,-,0,,1,,,-,6,,,-,1,,6,,27,,27,,,-,0,,3,,11,,9,,"GEORGIA
(32.836038, -83.631709)",
KENTUCKY,2016,29,,-,0,,6,,15,,30,,,-,0,,1,,4,,3,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
VIRGIN ISL.,2016,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
NEW ENGLAND,2016,29,3,,56,,540,,1242,,6095,,,-,2,,4,,51,,47,,,-,0,,2,,10,,17,,,
FLORIDA,2016,29,11,,3,,12,,69,,49,,2,,1,,4,,30,,21,,,-,0,,2,,9,,14,,"FLORIDA
(28.915325, -81.922409)",
IOWA,2016,29,,-,3,,14,,107,,226,,,-,0,,2,,6,,7,,,-,0,,1,,2,,5,,"IOWA
(42.46942, -93.815856)",
RHODE ISLAND,2016,29,,-,9,,77,,136,,358,,,-,0,,3,,2,,4,,,-,0,,1,,,-,3,,"RHODE ISLAND
(41.707447, -71.522488)",
MASSACHUSETTS,2016,29,,-,8,,246,,73,,2948,,,-,1,,4,,31,,27,,,-,0,,2,,8,,7,,"MASSACHUSETTS
(42.268546, -72.085064)",
HAWAII,2016,29,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,2,,1,,2,,"HAWAII
(21.30992, -157.858158)",
ARIZONA,2016,29,,-,0,,2,,4,,7,,1,,0,,4,,18,,7,,,-,0,,1,,1,,3,,"ARIZONA
(34.869712, -111.760902)",
MISSOURI,2016,29,,-,0,,2,,,-,,-,,-,0,,3,,,-,12,,,-,0,,1,,,-,6,,"MISSOURI
(38.636168, -92.566292)",
CALIFORNIA,2016,29,,-,1,,12,,17,,56,,,-,2,,4,,41,,56,,,-,1,,6,,51,,31,,"CALIFORNIA
(37.640735, -121.002435)",
CONNECTICUT,2016,29,1,,24,,146,,528,,1533,,,-,0,,1,,1,,7,,,-,0,,1,,1,,4,,"CONNECTICUT
(41.544654, -72.651713)",
C.N.M.I.,2016,29,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
WISCONSIN,2016,29,7,,20,,102,,786,,1297,,,-,0,,2,,8,,2,,,-,0,,1,,3,,6,,"WISCONSIN
(44.395526, -89.834513)",
MID. ATLANTIC,2016,29,425,,262,,1250,,8520,,9070,,7,,7,,16,,154,,165,,,-,0,,4,,21,,19,,,
IDAHO,2016,29,1,,0,,1,,7,,6,,,-,0,,2,,,-,1,,,-,0,,1,,1,,,-,"IDAHO
(43.680635, -114.364237)",
ALABAMA,2016,29,,-,0,,3,,23,,18,,,-,0,,2,,4,,5,,,-,0,,1,,4,,4,,"ALABAMA
(32.839182, -86.631125)",
OREGON,2016,29,1,,1,,5,,36,,20,,,-,0,,2,,9,,11,,,-,0,,3,,10,,16,,"OREGON
(44.567912, -120.156945)",
NEW JERSEY,2016,29,,-,55,,231,,1487,,3056,,,-,1,,4,,24,,43,,,-,0,,2,,5,,4,,"NEW JERSEY
(40.104655, -74.386686)",
PENNSYLVANIA,2016,29,201,,131,,764,,5169,,4425,,,-,0,,4,,21,,19,,,-,0,,2,,6,,5,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEBRASKA,2016,29,,-,0,,2,,6,,3,,,-,0,,1,,3,,2,,,-,0,,1,,2,,1,,"NEBRASKA
(41.640503, -99.367122)",
LOUISIANA,2016,29,,-,0,,1,,,-,3,,,-,0,,2,,7,,4,,,-,0,,1,,2,,5,,"LOUISIANA
(31.2931, -92.463284)",
MISSISSIPPI,2016,29,,-,0,,1,,,-,2,,,-,0,,1,,3,,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
AMER. SAMOA,2016,29,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
E.S. CENTRAL,2016,29,,-,2,,11,,49,,60,,,-,0,,4,,19,,14,,,-,0,,2,,10,,7,,,
NORTH DAKOTA,2016,29,,-,0,,4,,5,,19,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MARYLAND,2016,29,25,,27,,115,,757,,880,,4,,3,,9,,95,,54,,,-,0,,1,,1,,1,,"MARYLAND
(39.290443, -76.612333)",
ARKANSAS,2016,29,,-,0,,0,,,-,,-,,-,0,,2,,1,,2,,,-,0,,1,,1,,2,,"ARKANSAS
(34.748745, -92.275105)",
NORTH CAROLINA,2016,29,,-,3,,56,,92,,72,,,-,0,,6,,15,,13,,,-,0,,1,,2,,4,,"NORTH CAROLINA
(35.47995, -79.180571)",
E.N. CENTRAL,2016,29,10,,30,,121,,994,,1776,,1,,2,,8,,68,,62,,,-,1,,3,,24,,40,,,
NEW YORK,2016,29,219,,44,,227,,1250,,1176,,1,,1,,7,,27,,26,,,-,0,,1,,4,,5,,"NEW YORK
(42.826892, -75.544286)",
ALASKA,2016,29,,-,0,,2,,8,,4,,,-,0,,1,,2,,3,,,-,0,,2,,4,,2,,"ALASKA
(64.836661, -147.738891)",
MINNESOTA,2016,29,,-,0,,97,,,-,1161,,,-,0,,4,,,-,19,,,-,0,,1,,,-,4,,"MINNESOTA
(44.943719, -93.094281)",
WEST VIRGINIA,2016,29,,-,4,,24,,110,,147,,,-,0,,1,,1,,,-,,-,0,,2,,2,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
VIRGINIA,2016,29,20,,23,,120,,446,,596,,2,,1,,4,,27,,29,,,-,0,,2,,8,,7,,"VIRGINIA
(37.542699, -78.45822)",
NEW YORK CITY,2016,29,5,,7,,563,,614,,413,,6,,3,,12,,82,,77,,,-,0,,2,,6,,5,,NEW YORK CITY,
WASHINGTON,2016,29,,-,0,,24,,1,,,-,1,,0,,21,,19,,,-,,-,0,,10,,8,,,-,"WASHINGTON
(47.517368, -120.467672)",
KANSAS,2016,29,,-,0,,3,,20,,15,,,-,0,,1,,3,,5,,,-,0,,1,,2,,4,,"KANSAS
(38.345528, -98.201847)",
NEVADA,2016,29,,-,0,,1,,,-,6,,,-,0,,2,,,-,3,,,-,0,,0,,,-,1,,"NEVADA
(39.491833, -117.070159)",
MAINE,2016,29,,-,13,,74,,232,,509,,,-,0,,1,,8,,5,,,-,0,,2,,1,,2,,"MAINE
(45.252223, -68.986647)",
DELAWARE,2016,29,5,,8,,22,,250,,239,,,-,0,,2,,11,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
UNITED STATES,2016,29,501,,500,,2275,,12778,,20567,,20,,26,,57,,664,,626,,1,,7,,20,,216,,230,,,
VERMONT,2016,29,1,,6,,59,,144,,262,,,-,0,,2,,3,,,-,,-,0,,0,,,-,1,,"VERMONT
(43.622479, -72.51927)",
S. ATLANTIC,2016,29,61,,71,,230,,1741,,2015,,8,,7,,17,,213,,154,,,-,1,,4,,37,,40,,,
TEXAS,2016,29,,-,1,,6,,15,,13,,2,,2,,8,,40,,29,,1,,0,,3,,17,,16,,"TEXAS
(31.827233, -99.423022)",
TENNESSEE,2016,29,,-,0,,4,,11,,10,,,-,0,,2,,8,,5,,,-,0,,1,,5,,2,,"TENNESSEE
(35.681402, -85.774444)",
PACIFIC,2016,29,1,,2,,24,,62,,80,,1,,2,,22,,72,,70,,,-,2,,11,,74,,51,,,
MONTANA,2016,29,,-,0,,1,,2,,1,,,-,0,,1,,3,,1,,,-,0,,1,,1,,,-,"MONTANA
(47.062617, -109.430168)",
PUERTO RICO,2016,29,,N,0,,0,,,N,,N,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MOUNTAIN,2016,29,1,,0,,2,,14,,27,,1,,1,,6,,22,,28,,,-,0,,2,,9,,10,,,
W.N. CENTRAL,2016,29,,-,9,,116,,141,,1428,,,-,1,,5,,16,,49,,,-,0,,2,,7,,20,,,
