Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2016","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2016, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2016","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2016, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2016","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2016, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015, flag",Location 1,Location 2
NEW MEXICO,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
NEBRASKA,2016,24,,-,0,,1,,1,,2,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
VIRGIN ISL.,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
INDIANA,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,2,,9,,"INDIANA
(39.76845, -86.156212)",
E.N. CENTRAL,2016,24,,-,1,,8,,8,,38,,,-,4,,49,,32,,221,,,-,0,,6,,3,,35,,,
NEW HAMPSHIRE,2016,24,,-,0,,2,,3,,7,,,-,1,,7,,13,,46,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
COLORADO,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
ARKANSAS,2016,24,5,,2,,16,,43,,47,,,-,0,,2,,1,,8,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
CALIFORNIA,2016,24,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,1,,"CALIFORNIA
(37.640735, -121.002435)",
MONTANA,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
HAWAII,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
PENNSYLVANIA,2016,24,,-,0,,1,,,-,3,,,-,0,,3,,1,,5,,,-,0,,2,,1,,3,,"PENNSYLVANIA
(40.789676, -77.858055)",
WYOMING,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MASSACHUSETTS,2016,24,,-,0,,2,,1,,2,,,-,8,,62,,104,,314,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
PACIFIC,2016,24,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,,-,0,,1,,,-,2,,,
OKLAHOMA,2016,24,,-,0,,60,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
C.N.M.I.,2016,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
NEW ENGLAND,2016,24,,-,1,,8,,12,,23,,14,,16,,102,,213,,509,,,-,0,,1,,3,,2,,,
MARYLAND,2016,24,1,,0,,6,,9,,7,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
NEW YORK,2016,24,2,,1,,36,,29,,8,,35,,12,,53,,128,,146,,1,,0,,3,,2,,1,,"NEW YORK
(42.826892, -75.544286)",
W.N. CENTRAL,2016,24,4,,2,,20,,32,,125,,1,,1,,57,,5,,220,,,-,0,,5,,3,,18,,,
OREGON,2016,24,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,1,,"OREGON
(44.567912, -120.156945)",
IOWA,2016,24,,-,0,,1,,1,,,-,,-,0,,1,,2,,,-,,-,0,,1,,1,,,-,"IOWA
(42.46942, -93.815856)",
NEW JERSEY,2016,24,,-,0,,6,,7,,26,,,-,1,,14,,9,,53,,,-,0,,1,,,-,3,,"NEW JERSEY
(40.104655, -74.386686)",
UNITED STATES,2016,24,21,,13,,107,,224,,417,,51,,37,,255,,412,,1205,,1,,1,,17,,17,,72,,,
MICHIGAN,2016,24,,-,0,,2,,,-,,-,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
NEW YORK CITY,2016,24,,-,0,,1,,1,,3,,,-,1,,7,,10,,14,,,-,0,,1,,2,,,-,NEW YORK CITY,
KANSAS,2016,24,,-,0,,4,,10,,21,,,-,0,,1,,1,,3,,,-,0,,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
FLORIDA,2016,24,6,,0,,2,,9,,9,,,-,0,,2,,2,,1,,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
S. ATLANTIC,2016,24,7,,2,,23,,51,,99,,1,,1,,6,,11,,13,,,-,0,,2,,,-,4,,,
RHODE ISLAND,2016,24,,-,0,,6,,6,,11,,,-,1,,11,,7,,20,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ALASKA,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
ILLINOIS,2016,24,,-,0,,3,,6,,18,,,-,0,,1,,,-,7,,,-,0,,0,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
NORTH DAKOTA,2016,24,,-,0,,0,,,-,1,,,-,0,,1,,,-,1,,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MINNESOTA,2016,24,,-,0,,1,,,-,2,,,-,1,,54,,,-,209,,,-,0,,3,,,-,10,,"MINNESOTA
(44.943719, -93.094281)",
MAINE,2016,24,,-,0,,1,,1,,2,,11,,2,,16,,55,,40,,,-,0,,1,,2,,1,,"MAINE
(45.252223, -68.986647)",
UTAH,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
E.S. CENTRAL,2016,24,3,,1,,14,,38,,42,,,-,0,,2,,2,,10,,,-,0,,6,,3,,4,,,
GEORGIA,2016,24,,-,0,,4,,1,,21,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"GEORGIA
(32.836038, -83.631709)",
ALABAMA,2016,24,,-,0,,3,,3,,1,,,-,0,,1,,1,,5,,,-,0,,1,,2,,2,,"ALABAMA
(32.839182, -86.631125)",
WISCONSIN,2016,24,,-,0,,3,,,-,13,,,-,4,,48,,30,,209,,,-,0,,6,,1,,24,,"WISCONSIN
(44.395526, -89.834513)",
DELAWARE,2016,24,,-,0,,3,,2,,3,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
KENTUCKY,2016,24,1,,0,,5,,14,,18,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
ARKANSAS,2016,25,5,,2,,16,,53,,63,,,-,0,,2,,1,,9,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
LOUISIANA,2016,25,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
E.N. CENTRAL,2016,25,,-,1,,4,,12,,40,,,-,3,,49,,35,,270,,,-,0,,6,,3,,39,,,
PACIFIC,2016,25,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,,-,0,,0,,,-,2,,,
VIRGIN ISL.,2016,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
NEW ENGLAND,2016,25,,-,1,,8,,12,,29,,14,,16,,102,,232,,611,,,-,0,,1,,3,,2,,,
COLORADO,2016,25,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
NEW MEXICO,2016,25,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
NORTH CAROLINA,2016,25,,-,0,,22,,16,,27,,,-,0,,5,,2,,7,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
MASSACHUSETTS,2016,25,,-,0,,2,,1,,2,,,-,8,,62,,104,,376,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
TENNESSEE,2016,25,2,,1,,7,,23,,23,,,-,0,,2,,1,,6,,,-,0,,6,,1,,,-,"TENNESSEE
(35.681402, -85.774444)",
KENTUCKY,2016,25,,-,0,,5,,15,,23,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
MINNESOTA,2016,25,,-,0,,1,,,-,2,,,-,1,,54,,,-,243,,,-,0,,2,,,-,12,,"MINNESOTA
(44.943719, -93.094281)",
PUERTO RICO,2016,25,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
ILLINOIS,2016,25,,-,0,,2,,10,,19,,,-,0,,1,,,-,8,,,-,0,,0,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
KANSAS,2016,25,,-,0,,4,,12,,25,,,-,0,,1,,1,,3,,,-,0,,1,,1,,1,,"KANSAS
(38.345528, -98.201847)",
UNITED STATES,2016,25,22,,13,,107,,272,,491,,60,,39,,255,,489,,1440,,,-,1,,17,,18,,79,,,
NEBRASKA,2016,25,,-,0,,1,,1,,2,,1,,0,,0,,1,,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
C.N.M.I.,2016,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGINIA,2016,25,1,,1,,9,,15,,39,,,-,0,,1,,2,,5,,,-,0,,2,,,-,3,,"VIRGINIA
(37.542699, -78.45822)",
OHIO,2016,25,,-,0,,2,,2,,8,,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,"OHIO
(40.056807, -82.405897)",
AMER. SAMOA,2016,25,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,AMER. SAMOA,
MISSISSIPPI,2016,25,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"MISSISSIPPI
(32.738663, -89.537312)",
MAINE,2016,25,,-,0,,1,,1,,3,,11,,2,,16,,70,,51,,,-,0,,1,,2,,1,,"MAINE
(45.252223, -68.986647)",
GUAM,2016,25,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
WEST VIRGINIA,2016,25,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
MID. ATLANTIC,2016,25,4,,2,,37,,43,,46,,42,,13,,62,,197,,264,,,-,0,,3,,5,,7,,,
NEW JERSEY,2016,25,,-,0,,6,,9,,30,,,-,1,,14,,13,,67,,,-,0,,1,,,-,3,,"NEW JERSEY
(40.104655, -74.386686)",
W.N. CENTRAL,2016,25,5,,2,,18,,46,,141,,1,,1,,57,,7,,254,,,-,0,,3,,4,,20,,,
NEW HAMPSHIRE,2016,25,,-,0,,1,,3,,8,,,-,1,,7,,13,,48,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MARYLAND,2016,25,2,,0,,6,,13,,10,,2,,0,,1,,4,,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
CONNECTICUT,2016,25,,-,0,,0,,,-,,-,,-,0,,20,,2,,54,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
ALASKA,2016,25,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
MOUNTAIN,2016,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,3,,,-,0,,1,,,-,,-,,
NEW YORK,2016,25,3,,1,,36,,32,,10,,39,,12,,53,,170,,175,,,-,0,,3,,2,,1,,"NEW YORK
(42.826892, -75.544286)",
MONTANA,2016,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
VERMONT,2016,25,,-,0,,2,,1,,1,,3,,2,,12,,36,,53,,,-,0,,1,,1,,1,,"VERMONT
(43.622479, -72.51927)",
INDIANA,2016,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,2,,10,,"INDIANA
(39.76845, -86.156212)",
IDAHO,2016,25,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
ARIZONA,2016,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
NEW YORK CITY,2016,25,1,,0,,1,,2,,3,,3,,0,,7,,13,,14,,,-,0,,1,,2,,,-,NEW YORK CITY,
SOUTH CAROLINA,2016,25,,-,0,,1,,,-,2,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
SOUTH DAKOTA,2016,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
WISCONSIN,2016,25,,-,0,,3,,,-,13,,,-,3,,48,,33,,257,,,-,0,,6,,1,,27,,"WISCONSIN
(44.395526, -89.834513)",
TEXAS,2016,25,,-,0,,1,,2,,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
E.S. CENTRAL,2016,25,2,,1,,14,,42,,54,,1,,0,,2,,3,,11,,,-,0,,6,,3,,4,,,
GEORGIA,2016,25,,-,0,,3,,1,,23,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"GEORGIA
(32.836038, -83.631709)",
W.S. CENTRAL,2016,25,6,,2,,64,,57,,66,,,-,0,,2,,1,,10,,,-,0,,1,,,-,,-,,
MISSOURI,2016,25,5,,1,,15,,32,,111,,,-,0,,2,,3,,6,,,-,0,,1,,1,,7,,"MISSOURI
(38.636168, -92.566292)",
OKLAHOMA,2016,25,1,,0,,60,,1,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
IOWA,2016,25,,-,0,,1,,1,,,-,,-,0,,1,,2,,,-,,-,0,,1,,1,,,-,"IOWA
(42.46942, -93.815856)",
CALIFORNIA,2016,25,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,1,,"CALIFORNIA
(37.640735, -121.002435)",
HAWAII,2016,25,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
S. ATLANTIC,2016,25,5,,2,,23,,60,,115,,2,,1,,6,,14,,15,,,-,0,,2,,,-,5,,,
NEVADA,2016,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
DELAWARE,2016,25,1,,0,,3,,3,,4,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
WASHINGTON,2016,25,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
PENNSYLVANIA,2016,25,,-,0,,1,,,-,3,,,-,0,,3,,1,,8,,,-,0,,2,,1,,3,,"PENNSYLVANIA
(40.789676, -77.858055)",
DIST. OF COL.,2016,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
WYOMING,2016,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
FLORIDA,2016,25,1,,0,,6,,10,,10,,,-,0,,2,,3,,1,,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
NORTH DAKOTA,2016,25,,-,0,,0,,,-,1,,,-,0,,1,,,-,1,,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MICHIGAN,2016,25,,-,0,,2,,,-,,-,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
RHODE ISLAND,2016,25,,-,0,,6,,6,,15,,,-,1,,11,,7,,29,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ALABAMA,2016,25,,-,0,,3,,3,,4,,1,,0,,1,,2,,5,,,-,0,,1,,2,,2,,"ALABAMA
(32.839182, -86.631125)",
UTAH,2016,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
OREGON,2016,25,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,1,,"OREGON
(44.567912, -120.156945)",
NEW ENGLAND,2016,26,,-,1,,8,,12,,30,,7,,16,,90,,244,,696,,,-,0,,1,,3,,2,,,
VERMONT,2016,26,,-,0,,2,,1,,1,,1,,2,,8,,40,,57,,,-,0,,1,,1,,1,,"VERMONT
(43.622479, -72.51927)",
MISSOURI,2016,26,2,,1,,15,,46,,126,,,-,0,,2,,4,,6,,,-,0,,1,,1,,7,,"MISSOURI
(38.636168, -92.566292)",
MAINE,2016,26,,-,0,,1,,1,,3,,6,,2,,16,,78,,58,,,-,0,,1,,2,,1,,"MAINE
(45.252223, -68.986647)",
WYOMING,2016,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ARIZONA,2016,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
GEORGIA,2016,26,1,,0,,3,,3,,26,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"GEORGIA
(32.836038, -83.631709)",
INDIANA,2016,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,3,,13,,"INDIANA
(39.76845, -86.156212)",
PACIFIC,2016,26,,-,0,,0,,,-,,-,,-,0,,2,,,-,4,,,-,0,,0,,,-,2,,,
FLORIDA,2016,26,2,,0,,6,,12,,10,,,-,0,,2,,3,,1,,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
ALABAMA,2016,26,,-,0,,2,,3,,5,,,-,0,,1,,2,,5,,,-,0,,1,,2,,2,,"ALABAMA
(32.839182, -86.631125)",
MISSISSIPPI,2016,26,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"MISSISSIPPI
(32.738663, -89.537312)",
OREGON,2016,26,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,0,,0,,,-,1,,"OREGON
(44.567912, -120.156945)",
IDAHO,2016,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
COLORADO,2016,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
CALIFORNIA,2016,26,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,0,,0,,,-,1,,"CALIFORNIA
(37.640735, -121.002435)",
ALASKA,2016,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
NEBRASKA,2016,26,,-,0,,1,,1,,2,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
MARYLAND,2016,26,1,,0,,9,,21,,12,,1,,0,,2,,5,,1,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
DELAWARE,2016,26,,-,0,,3,,6,,6,,,-,0,,1,,3,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
LOUISIANA,2016,26,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
GUAM,2016,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
E.S. CENTRAL,2016,26,3,,1,,14,,46,,68,,,-,0,,2,,3,,11,,,-,0,,6,,3,,4,,,
MINNESOTA,2016,26,,-,0,,1,,,-,2,,,-,0,,54,,,-,293,,,-,0,,2,,,-,13,,"MINNESOTA
(44.943719, -93.094281)",
C.N.M.I.,2016,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
MONTANA,2016,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NEVADA,2016,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
ILLINOIS,2016,26,,-,0,,2,,10,,19,,,-,0,,1,,,-,9,,,-,0,,0,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
MID. ATLANTIC,2016,26,2,,2,,37,,50,,53,,28,,13,,62,,233,,315,,,-,0,,3,,5,,7,,,
NORTH DAKOTA,2016,26,,-,0,,0,,,-,1,,,-,0,,2,,3,,1,,1,,0,,1,,2,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MASSACHUSETTS,2016,26,,-,0,,2,,1,,2,,,-,8,,54,,104,,430,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
HAWAII,2016,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
IOWA,2016,26,,-,0,,1,,1,,,-,,-,0,,1,,2,,,-,,-,0,,1,,1,,,-,"IOWA
(42.46942, -93.815856)",
VIRGIN ISL.,2016,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,VIRGIN ISL.,
CONNECTICUT,2016,26,,-,0,,0,,,-,,-,,-,0,,20,,2,,65,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
NEW YORK,2016,26,2,,1,,36,,34,,11,,26,,12,,53,,196,,208,,,-,0,,3,,2,,1,,"NEW YORK
(42.826892, -75.544286)",
AMER. SAMOA,2016,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,AMER. SAMOA,
PENNSYLVANIA,2016,26,,-,0,,1,,,-,3,,,-,0,,2,,1,,9,,,-,0,,2,,1,,3,,"PENNSYLVANIA
(40.789676, -77.858055)",
DIST. OF COL.,2016,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
ARKANSAS,2016,26,6,,2,,16,,66,,68,,,-,0,,2,,1,,10,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
W.S. CENTRAL,2016,26,7,,2,,64,,71,,72,,,-,0,,2,,1,,11,,,-,0,,1,,,-,,-,,
WISCONSIN,2016,26,,-,0,,3,,,-,13,,,-,3,,42,,39,,299,,,-,0,,6,,1,,29,,"WISCONSIN
(44.395526, -89.834513)",
NEW YORK CITY,2016,26,,-,0,,1,,2,,3,,2,,1,,7,,15,,21,,,-,0,,1,,2,,,-,NEW YORK CITY,
NEW MEXICO,2016,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
PUERTO RICO,2016,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
TEXAS,2016,26,1,,0,,1,,3,,2,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
WASHINGTON,2016,26,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
KENTUCKY,2016,26,1,,0,,5,,16,,28,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
SOUTH DAKOTA,2016,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
VIRGINIA,2016,26,,-,1,,9,,16,,44,,,-,0,,1,,2,,5,,1,,0,,2,,1,,3,,"VIRGINIA
(37.542699, -78.45822)",
WEST VIRGINIA,2016,26,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
W.N. CENTRAL,2016,26,2,,2,,18,,63,,159,,,-,2,,57,,11,,305,,1,,0,,3,,5,,21,,,
NEW HAMPSHIRE,2016,26,,-,0,,1,,3,,9,,,-,1,,7,,13,,55,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OKLAHOMA,2016,26,,-,0,,60,,1,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
