Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2014","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2014, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2014","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2014, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2014","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2014, flag",Location 1,Location 2
SOUTH CAROLINA,2015,30,,-,0,,2,,2,,6,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.998822, -81.045366)",
NORTH DAKOTA,2015,30,,-,0,,0,,,-,1,,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475319, -100.118428)",
TEXAS,2015,30,,-,0,,3,,2,,8,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"TEXAS
(31.82724, -99.426768)",
WISCONSIN,2015,30,,-,0,,2,,6,,6,,,-,4,,30,,228,,356,,,-,1,,3,,24,,34,,"WISCONSIN
(44.393191, -89.816366)",
FLORIDA,2015,30,,-,0,,3,,14,,21,,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,"FLORIDA
(28.932043, -81.928958)",
MARYLAND,2015,30,1,,0,,5,,22,,16,,,-,0,,1,,3,,2,,,-,0,,1,,1,,,-,"MARYLAND
(39.290583, -76.60926)",
OKLAHOMA,2015,30,,-,0,,20,,2,,31,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472031, -97.521068)",
WASHINGTON,2015,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.522288, -120.470028)",
UTAH,2015,30,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"UTAH
(39.360701, -111.587128)",
ALASKA,2015,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.845078, -147.72206)",
MISSISSIPPI,2015,30,,-,0,,1,,3,,3,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513, -89.538027)",
NEW JERSEY,2015,30,,-,0,,4,,23,,35,,,-,1,,10,,57,,44,,,-,0,,2,,2,,5,,"NEW JERSEY
(40.130571, -74.273688)",
GUAM,2015,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.480999, 144.731498)",
NEW YORK,2015,30,6,,1,,12,,24,,24,,23,,7,,50,,318,,181,,,-,0,,1,,1,,7,,"NEW YORK
(42.827004, -75.543966)",
CALIFORNIA,2015,30,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,0,,1,,1,,1,,"CALIFORNIA
(37.638642, -120.999996)",
NORTH CAROLINA,2015,30,7,,0,,23,,38,,20,,1,,0,,6,,8,,4,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622, -79.15925)",
E.S. CENTRAL,2015,30,5,,1,,13,,83,,105,,,-,0,,3,,12,,4,,,-,0,,5,,8,,7,,,
MICHIGAN,2015,30,,-,0,,2,,3,,1,,,-,0,,1,,5,,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.661322, -84.714386)",
NEW MEXICO,2015,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520881, -106.240578)",
TEXAS,2015,33,,-,0,,3,,2,,9,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
MARYLAND,2015,11,1,,0,,5,,1,,1,,,-,0,,2,,1,,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290583, -76.60926)",
NEW MEXICO,2015,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520881, -106.240578)",
PUERTO RICO,2015,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.248289, -66.49989)",
ILLINOIS,2015,9,,-,0,,5,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"ILLINOIS
(40.485012, -88.997709)",
NEW JERSEY,2015,6,,-,0,,7,,1,,1,,,-,1,,6,,,-,2,,,-,0,,2,,,-,,-,"NEW JERSEY
(40.130571, -74.273688)",
MARYLAND,2015,16,,-,0,,5,,2,,,-,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MARYLAND
(39.290583, -76.60926)",
NEBRASKA,2015,14,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.641044, -99.365719)",
NEW YORK,2015,3,,-,1,,14,,,-,,-,,-,7,,36,,,-,2,,,-,0,,3,,,-,,-,"NEW YORK
(42.827004, -75.543966)",
MINNESOTA,2015,1,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.355649, -94.7942)",
VERMONT,2015,16,,-,0,,1,,,-,,-,,-,1,,6,,4,,2,,,-,0,,1,,,-,,-,"VERMONT
(43.625384, -72.517637)",
MINNESOTA,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.355649, -94.7942)",
OKLAHOMA,2015,16,,-,0,,20,,2,,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472031, -97.521068)",
CONNECTICUT,2015,14,,-,0,,0,,,-,,-,,-,0,,11,,1,,3,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.562661, -72.64984)",
MONTANA,2015,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"MONTANA
(47.066528, -109.424416)",
VIRGINIA,2015,2,,-,0,,10,,,-,,-,,-,0,,2,,1,,,-,,-,0,,2,,,-,,-,"VIRGINIA
(37.542681, -78.457889)",
IDAHO,2015,2,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.682632, -114.363727)",
ALASKA,2015,1,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.845078, -147.72206)",
MICHIGAN,2015,6,,-,0,,1,,,-,,-,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.661322, -84.714386)",
ARIZONA,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.865974, -111.763807)",
MISSISSIPPI,2015,11,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513, -89.538027)",
COLORADO,2015,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.843843, -106.133609)",
NEVADA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.493242, -117.071839)",
MINNESOTA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.355649, -94.7942)",
ARKANSAS,2015,14,1,,4,,20,,4,,1,,,-,0,,3,,1,,1,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865, -92.27449)",
NEVADA,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.493242, -117.071839)",
PENNSYLVANIA,2015,8,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.793734, -77.860697)",
MICHIGAN,2015,14,,-,0,,2,,1,,,-,,-,0,,2,,2,,,-,,-,0,,0,,,-,1,,"MICHIGAN
(44.661322, -84.714386)",
UTAH,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.360701, -111.587128)",
NEW MEXICO,2015,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520881, -106.240578)",
MASSACHUSETTS,2015,13,,-,0,,3,,,-,,-,,-,7,,46,,4,,4,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.276874, -72.082687)",
ARKANSAS,2015,8,1,,4,,20,,1,,,-,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865, -92.27449)",
MICHIGAN,2015,1,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.661322, -84.714386)",
TENNESSEE,2015,7,,-,1,,8,,1,,,-,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"TENNESSEE
(35.680941, -85.774487)",
RHODE ISLAND,2015,14,,-,0,,4,,3,,,-,,-,1,,11,,2,,2,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.708281, -71.522466)",
SOUTH CAROLINA,2015,12,,-,0,,2,,1,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.998822, -81.045366)",
TENNESSEE,2015,9,,-,1,,8,,1,,,-,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"TENNESSEE
(35.680941, -85.774487)",
GEORGIA,2015,9,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.839683, -83.627579)",
ALABAMA,2015,11,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"ALABAMA
(32.840572, -86.631857)",
LOUISIANA,2015,11,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663, -92.445678)",
MISSOURI,2015,8,,-,2,,29,,1,,3,,,-,0,,3,,1,,1,,,-,0,,3,,,-,,-,"MISSOURI
(38.635791, -92.566299)",
NORTH CAROLINA,2015,2,1,,0,,23,,1,,,-,1,,0,,6,,1,,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622, -79.15925)",
RHODE ISLAND,2015,7,,-,0,,4,,,-,,-,,-,0,,11,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.708281, -71.522466)",
PENNSYLVANIA,2015,11,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.793734, -77.860697)",
ARIZONA,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.865974, -111.763807)",
MICHIGAN,2015,2,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.661322, -84.714386)",
CALIFORNIA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"CALIFORNIA
(37.638642, -120.999996)",
WEST VIRGINIA,2015,13,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.665511, -80.712638)",
WASHINGTON,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.522288, -120.470028)",
ARKANSAS,2015,7,,-,4,,20,,,-,,-,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865, -92.27449)",
ARIZONA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.865974, -111.763807)",
WASHINGTON,2015,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.522288, -120.470028)",
PUERTO RICO,2015,1,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.248289, -66.49989)",
NEW MEXICO,2015,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520881, -106.240578)",
PENNSYLVANIA,2015,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.793734, -77.860697)",
VIRGINIA,2015,16,2,,1,,11,,6,,,-,,-,0,,2,,2,,,-,,-,0,,2,,1,,,-,"VIRGINIA
(37.542681, -78.457889)",
FLORIDA,2015,4,,-,0,,3,,1,,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"FLORIDA
(28.932043, -81.928958)",
ARIZONA,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.865974, -111.763807)",
KENTUCKY,2015,11,,-,0,,6,,1,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645973, -84.774968)",
KANSAS,2015,9,,-,0,,5,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.347743, -98.200778)",
LOUISIANA,2015,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663, -92.445678)",
WASHINGTON,2015,7,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.522288, -120.470028)",
NEBRASKA,2015,10,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.641044, -99.365719)",
IOWA,2015,8,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.469401, -93.816487)",
HAWAII,2015,6,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.304852, -157.857748)",
VIRGINIA,2015,10,,-,1,,11,,2,,,-,,-,0,,2,,1,,,-,1,,0,,2,,1,,,-,"VIRGINIA
(37.542681, -78.457889)",
MASSACHUSETTS,2015,15,,-,0,,3,,,-,,-,,-,7,,46,,4,,7,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.276874, -72.082687)",
MINNESOTA,2015,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.355649, -94.7942)",
LOUISIANA,2015,15,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663, -92.445678)",
NEW MEXICO,2015,10,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520881, -106.240578)",
DELAWARE,2015,13,,-,0,,5,,,-,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008834, -75.577736)",
NEBRASKA,2015,16,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.641044, -99.365719)",
NEW YORK,2015,5,,-,1,,12,,,-,1,,,-,7,,34,,,-,3,,,-,0,,2,,,-,,-,"NEW YORK
(42.827004, -75.543966)",
FLORIDA,2015,13,,-,0,,3,,1,,2,,,-,0,,2,,1,,,-,,-,0,,0,,,-,,-,"FLORIDA
(28.932043, -81.928958)",
MISSOURI,2015,15,,-,2,,29,,2,,6,,,-,0,,3,,1,,2,,,-,0,,3,,,-,,-,"MISSOURI
(38.635791, -92.566299)",
IOWA,2015,6,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.469401, -93.816487)",
IOWA,2015,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.469401, -93.816487)",
NEW YORK CITY,2015,11,,-,0,,3,,2,,,-,,-,0,,5,,1,,,-,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.714268, -74.005969)",
ARIZONA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.865974, -111.763807)",
MONTANA,2015,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"MONTANA
(47.066528, -109.424416)",
MARYLAND,2015,15,,-,0,,5,,2,,,-,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MARYLAND
(39.290583, -76.60926)",
WASHINGTON,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.522288, -120.470028)",
MINNESOTA,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.355649, -94.7942)",
ILLINOIS,2015,15,,-,0,,5,,1,,2,,,-,0,,2,,,-,4,,,-,0,,0,,,-,,-,"ILLINOIS
(40.485012, -88.997709)",
NEVADA,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.493242, -117.071839)",
LOUISIANA,2015,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663, -92.445678)",
OKLAHOMA,2015,12,1,,0,,20,,1,,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472031, -97.521068)",
MASSACHUSETTS,2015,14,,-,0,,3,,,-,,-,,-,7,,46,,4,,5,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.276874, -72.082687)",
CONNECTICUT,2015,8,,-,0,,0,,,-,,-,,-,0,,12,,1,,2,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.562661, -72.64984)",
ILLINOIS,2015,11,,-,0,,5,,1,,1,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,"ILLINOIS
(40.485012, -88.997709)",
CONNECTICUT,2015,15,,-,0,,0,,,-,,-,,-,0,,11,,1,,3,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.562661, -72.64984)",
NEW JERSEY,2015,12,,-,0,,7,,2,,4,,,-,1,,6,,,-,3,,,-,0,,1,,,-,2,,"NEW JERSEY
(40.130571, -74.273688)",
HAWAII,2015,8,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.304852, -157.857748)",
INDIANA,2015,8,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,6,,7,,1,,"INDIANA
(39.766913, -86.149956)",
NORTH DAKOTA,2015,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475319, -100.118428)",
VIRGINIA,2015,7,,-,1,,11,,1,,,-,,-,0,,2,,1,,,-,,-,0,,2,,,-,,-,"VIRGINIA
(37.542681, -78.457889)",
KANSAS,2015,1,,-,0,,5,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"KANSAS
(38.347743, -98.200778)",
MISSISSIPPI,2015,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513, -89.538027)",
PENNSYLVANIA,2015,10,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.793734, -77.860697)",
OREGON,2015,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745, -120.155029)",
MAINE,2015,11,,-,0,,1,,1,,,-,1,,3,,13,,1,,3,,,-,0,,2,,,-,,-,"MAINE
(45.254229, -68.985026)",
NEW HAMPSHIRE,2015,13,,-,0,,2,,1,,,-,,-,2,,12,,1,,2,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.655953, -71.500357)",
ARKANSAS,2015,15,,-,4,,20,,4,,1,,,-,0,,3,,1,,1,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865, -92.27449)",
MARYLAND,2015,7,,-,0,,5,,,-,1,,,-,0,,2,,1,,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290583, -76.60926)",
NEW JERSEY,2015,8,,-,0,,7,,1,,2,,,-,1,,6,,,-,2,,,-,0,,2,,,-,,-,"NEW JERSEY
(40.130571, -74.273688)",
MINNESOTA,2015,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.355649, -94.7942)",
HAWAII,2015,7,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.304852, -157.857748)",
MASSACHUSETTS,2015,10,,-,0,,3,,,-,,-,,-,7,,45,,4,,2,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.276874, -72.082687)",
E.S. CENTRAL,2015,16,2,,1,,13,,3,,1,,,-,0,,2,,,-,1,,,-,0,,2,,,-,,-,,
FLORIDA,2015,11,,-,0,,3,,1,,1,,,-,0,,2,,1,,,-,,-,0,,0,,,-,,-,"FLORIDA
(28.932043, -81.928958)",
DELAWARE,2015,6,,-,0,,5,,,-,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008834, -75.577736)",
NEW HAMPSHIRE,2015,9,,-,0,,2,,1,,,-,,-,2,,11,,1,,1,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.655953, -71.500357)",
C.N.M.I.,2015,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
ILLINOIS,2015,13,,-,0,,5,,1,,1,,,-,0,,2,,,-,2,,,-,0,,1,,,-,,-,"ILLINOIS
(40.485012, -88.997709)",
ILLINOIS,2015,4,,-,0,,5,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,"ILLINOIS
(40.485012, -88.997709)",
NORTH DAKOTA,2015,2,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475319, -100.118428)",
PENNSYLVANIA,2015,2,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.793734, -77.860697)",
NEVADA,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.493242, -117.071839)",
PUERTO RICO,2015,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.248289, -66.49989)",
CALIFORNIA,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"CALIFORNIA
(37.638642, -120.999996)",
CONNECTICUT,2015,9,,-,0,,0,,,-,,-,,-,0,,12,,1,,2,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.562661, -72.64984)",
DELAWARE,2015,3,,-,0,,5,,,-,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008834, -75.577736)",
IDAHO,2015,11,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.682632, -114.363727)",
RHODE ISLAND,2015,8,,-,0,,4,,,-,,-,,-,0,,11,,,-,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.708281, -71.522466)",
TENNESSEE,2015,8,,-,1,,8,,1,,,-,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"TENNESSEE
(35.680941, -85.774487)",
S. ATLANTIC,2015,16,2,,3,,27,,23,,6,,,-,1,,6,,8,,3,,,-,0,,2,,1,,,-,,
TENNESSEE,2015,4,1,,1,,8,,1,,,-,,-,0,,1,,,-,,-,,-,0,,2,,,-,,-,"TENNESSEE
(35.680941, -85.774487)",
RHODE ISLAND,2015,3,,-,0,,4,,,-,,-,,-,0,,11,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.708281, -71.522466)",
IDAHO,2015,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.682632, -114.363727)",
MISSISSIPPI,2015,6,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513, -89.538027)",
HAWAII,2015,2,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.304852, -157.857748)",
ALASKA,2015,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.845078, -147.72206)",
UTAH,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.360701, -111.587128)",
COLORADO,2015,8,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.843843, -106.133609)",
LOUISIANA,2015,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663, -92.445678)",
WISCONSIN,2015,3,,-,0,,2,,,-,,-,,-,4,,47,,,-,3,,,-,0,,5,,,-,,-,"WISCONSIN
(44.393191, -89.816366)",
MASSACHUSETTS,2015,2,,-,0,,3,,,-,,-,,-,5,,40,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.276874, -72.082687)",
OHIO,2015,16,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,"OHIO
(40.060212, -82.404257)",
