 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2017","Giardiasis, Cum 2017, flag","Giardiasis, Cum 2016","Giardiasis, Cum 2016, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2017","Gonorrhea, Cum 2017, flag","Gonorrhea, Cum 2016","Gonorrhea, Cum 2016, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Current week","Haemophilus influenzae invasive§, All ages, all serotypes, Current week, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Med","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Med, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Max","Haemophilus influenzae invasive§, All ages, all serotypes, Previous 52 weeks Max, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2017","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2017, flag","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2016","Haemophilus influenzae invasive§, All ages, all serotypes, Cum 2016, flag",Location 1,Location 2
SOUTH CAROLINA,2017,2,3,,2,,7,,4,,3,,218,,177,,300,,441,,403,,4,,2,,9,,9,,7,,"SOUTH CAROLINA
(34.009286, -81.037094)",
COLORADO,2017,2,9,,11,,21,,19,,10,,114,,116,,253,,232,,211,,,-,1,,6,,4,,1,,"COLORADO
(38.841772, -106.132562)",
IOWA,2017,2,,-,4,,13,,,-,7,,11,,48,,65,,49,,109,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
PACIFIC,2017,2,6,,70,,117,,22,,116,,773,,1491,,1923,,2054,,2939,,1,,4,,12,,4,,9,,,
MOUNTAIN,2017,2,13,,25,,52,,29,,34,,346,,498,,707,,634,,897,,3,,7,,14,,11,,25,,,
NEW YORK CITY,2017,15,16,,17,,27,,260,,226,,2,,399,,497,,6075,,4950,,,-,2,,7,,25,,36,,,
MASSACHUSETTS,2017,2,,-,11,,18,,,-,22,,,-,90,,145,,56,,190,,,-,2,,8,,,-,9,,"MASSACHUSETTS
(42.268546, -72.085064)",
MICHIGAN,2017,2,,-,9,,25,,,-,13,,43,,232,,299,,128,,403,,,-,3,,8,,3,,5,,"MICHIGAN
(44.66399, -84.711206)",
PENNSYLVANIA,2017,2,4,,11,,31,,10,,19,,250,,285,,353,,516,,570,,2,,4,,10,,7,,15,,"PENNSYLVANIA
(40.789676, -77.858055)",
IDAHO,2017,2,2,,3,,13,,4,,6,,,-,10,,38,,,-,14,,,-,0,,3,,,-,1,,"IDAHO
(43.680635, -114.364237)",
TENNESSEE,2017,2,,N,0,,0,,,N,,N,48,,188,,268,,130,,475,,3,,3,,7,,7,,14,,"TENNESSEE
(35.681402, -85.774444)",
PENNSYLVANIA,2017,3,5,,11,,31,,15,,32,,214,,286,,353,,802,,843,,1,,4,,9,,9,,22,,"PENNSYLVANIA
(40.789676, -77.858055)",
HAWAII,2017,3,1,,0,,4,,1,,2,,,-,27,,50,,13,,53,,,-,0,,6,,1,,4,,"HAWAII
(21.30992, -157.858158)",
W.S. CENTRAL,2017,3,1,,4,,20,,3,,5,,909,,1232,,1683,,3100,,3557,,4,,10,,22,,12,,23,,,
OHIO,2017,3,8,,5,,135,,16,,25,,,-,378,,467,,546,,1225,,2,,3,,8,,15,,18,,"OHIO
(40.056807, -82.405897)",
VIRGIN ISL.,2017,3,,-,0,,0,,,-,,-,,-,0,,3,,,-,4,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
TEXAS,2017,3,,N,0,,0,,,N,,N,597,,831,,981,,2283,,2560,,3,,6,,20,,4,,6,,"TEXAS
(31.827233, -99.423022)",
NEBRASKA,2017,3,1,,2,,9,,6,,9,,,-,43,,78,,35,,115,,1,,1,,4,,5,,1,,"NEBRASKA
(41.640503, -99.367122)",
WYOMING,2017,3,,-,0,,2,,,-,2,,,-,5,,16,,5,,11,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEW ENGLAND,2017,3,,-,22,,36,,18,,53,,1,,165,,262,,75,,457,,,-,5,,16,,12,,18,,,
UTAH,2017,3,3,,2,,9,,4,,9,,15,,40,,59,,108,,129,,,-,1,,3,,,-,2,,"UTAH
(39.359772, -111.584173)",
MAINE,2017,3,,-,2,,8,,1,,2,,,-,8,,16,,3,,24,,,-,0,,3,,2,,,-,"MAINE
(45.252223, -68.986647)",
NEVADA,2017,3,,-,1,,4,,,-,3,,27,,62,,99,,109,,160,,,-,0,,4,,,-,2,,"NEVADA
(39.491833, -117.070159)",
SOUTH DAKOTA,2017,3,,-,2,,6,,,-,6,,,-,20,,34,,,-,82,,,-,0,,2,,,-,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
VERMONT,2017,3,,N,0,,0,,,N,,N,,-,2,,6,,,-,8,,,-,0,,2,,1,,,-,"VERMONT
(43.622479, -72.51927)",
ARKANSAS,2017,3,1,,3,,9,,3,,4,,21,,96,,189,,48,,161,,,-,1,,4,,1,,4,,"ARKANSAS
(34.748745, -92.275105)",
DELAWARE,2017,3,,-,0,,3,,,-,,-,21,,32,,59,,88,,85,,,-,0,,3,,4,,1,,"DELAWARE
(39.008676, -75.574561)",
E.N. CENTRAL,2017,3,8,,26,,148,,26,,68,,176,,1180,,1397,,1668,,3941,,2,,13,,24,,21,,60,,,
WISCONSIN,2017,3,,-,9,,87,,5,,15,,76,,124,,154,,355,,418,,,-,1,,6,,,-,11,,"WISCONSIN
(44.395526, -89.834513)",
W.N. CENTRAL,2017,3,2,,15,,41,,10,,50,,145,,506,,629,,900,,1558,,1,,4,,11,,5,,20,,,
AMER. SAMOA,2017,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
COLORADO,2017,3,8,,11,,21,,27,,18,,138,,118,,253,,404,,305,,4,,1,,6,,8,,7,,"COLORADO
(38.841772, -106.132562)",
NEW MEXICO,2017,3,,-,1,,9,,2,,4,,25,,63,,119,,91,,177,,1,,1,,4,,4,,4,,"NEW MEXICO
(34.520396, -106.244402)",
RHODE ISLAND,2017,3,,-,1,,8,,,-,,-,,-,8,,55,,,-,40,,,-,0,,11,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MISSISSIPPI,2017,3,,N,0,,0,,,N,,N,71,,118,,197,,206,,221,,,-,1,,5,,5,,5,,"MISSISSIPPI
(32.738663, -89.537312)",
TENNESSEE,2017,3,,N,0,,0,,,N,,N,37,,182,,268,,198,,583,,2,,3,,7,,12,,18,,"TENNESSEE
(35.681402, -85.774444)",
SOUTH CAROLINA,2017,3,,-,2,,7,,7,,4,,179,,177,,300,,619,,567,,1,,2,,9,,11,,9,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MINNESOTA,2017,3,,-,0,,0,,,-,,-,,-,98,,123,,,-,327,,,-,0,,1,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
WASHINGTON,2017,3,,-,10,,48,,1,,6,,116,,153,,290,,367,,484,,,-,0,,2,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
ALABAMA,2017,3,3,,4,,13,,10,,15,,,-,159,,268,,285,,405,,1,,1,,4,,3,,8,,"ALABAMA
(32.839182, -86.631125)",
MOUNTAIN,2017,3,17,,25,,52,,50,,56,,298,,505,,725,,1050,,1327,,6,,7,,14,,20,,37,,,
MARYLAND,2017,3,1,,4,,11,,9,,16,,53,,167,,277,,93,,237,,3,,2,,5,,8,,14,,"MARYLAND
(39.290443, -76.612333)",
GUAM,2017,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW HAMPSHIRE,2017,3,,-,2,,6,,2,,7,,1,,8,,53,,16,,23,,,-,0,,3,,1,,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MASSACHUSETTS,2017,3,,-,11,,22,,8,,31,,,-,90,,145,,56,,256,,,-,2,,8,,8,,11,,"MASSACHUSETTS
(42.268546, -72.085064)",
GEORGIA,2017,3,,-,14,,34,,,-,39,,,-,283,,371,,,-,590,,,-,3,,8,,4,,18,,"GEORGIA
(32.836038, -83.631709)",
MONTANA,2017,3,1,,2,,8,,1,,3,,,-,16,,26,,1,,73,,,-,0,,2,,1,,1,,"MONTANA
(47.062617, -109.430168)",
NORTH DAKOTA,2017,3,,-,1,,4,,,-,4,,2,,18,,32,,2,,64,,,-,0,,4,,,-,2,,"NORTH DAKOTA
(47.475879, -100.121011)",
IOWA,2017,3,1,,4,,13,,4,,12,,11,,48,,65,,127,,140,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
CALIFORNIA,2017,3,5,,50,,74,,45,,141,,401,,1193,,1579,,2773,,3513,,,-,1,,4,,1,,3,,"CALIFORNIA
(37.640735, -121.002435)",
PUERTO RICO,2017,3,,-,0,,3,,,-,,-,,-,13,,27,,5,,35,,,-,0,,2,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
ILLINOIS,2017,3,,N,0,,0,,,N,,N,13,,278,,364,,226,,1084,,,-,4,,9,,3,,15,,"ILLINOIS
(40.477092, -88.993221)",
E.S. CENTRAL,2017,3,3,,4,,13,,10,,15,,149,,572,,757,,779,,1285,,4,,7,,12,,25,,36,,,
UNITED STATES,2017,3,80,,273,,439,,314,,672,,3529,,8499,,9699,,15591,,23857,,33,,84,,161,,175,,356,,,
PACIFIC,2017,3,9,,70,,118,,55,,172,,598,,1491,,1928,,3403,,4325,,2,,4,,12,,6,,16,,,
LOUISIANA,2017,3,,-,1,,11,,,-,1,,273,,213,,675,,630,,457,,,-,1,,4,,3,,10,,"LOUISIANA
(31.2931, -92.463284)",
WEST VIRGINIA,2017,3,,-,1,,6,,2,,2,,31,,18,,31,,77,,23,,,-,1,,3,,3,,6,,"WEST VIRGINIA
(38.668501, -80.709421)",
S. ATLANTIC,2017,3,23,,50,,77,,81,,120,,556,,1665,,2417,,1987,,4451,,4,,19,,89,,52,,101,,,
OKLAHOMA,2017,3,,N,0,,0,,,N,,N,18,,107,,157,,139,,379,,1,,1,,5,,4,,3,,"OKLAHOMA
(35.468494, -97.521264)",
NORTH CAROLINA,2017,3,,-,0,,0,,,-,,-,,-,348,,403,,,-,1140,,,-,3,,8,,5,,13,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW YORK,2017,3,,-,17,,42,,7,,35,,200,,184,,333,,463,,371,,5,,4,,12,,7,,7,,"NEW YORK
(42.826892, -75.544286)",
C.N.M.I.,2017,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
KENTUCKY,2017,3,,N,0,,0,,,N,,N,41,,104,,227,,90,,76,,1,,1,,3,,5,,5,,"KENTUCKY
(37.64591, -84.774043)",
MICHIGAN,2017,3,,-,9,,24,,5,,19,,,-,230,,299,,128,,639,,,-,3,,8,,3,,6,,"MICHIGAN
(44.66399, -84.711206)",
KANSAS,2017,3,,-,2,,6,,,-,8,,12,,66,,88,,144,,145,,,-,1,,5,,,-,1,,"KANSAS
(38.345528, -98.201847)",
DIST. OF COL.,2017,3,,-,0,,2,,,-,3,,,-,64,,146,,159,,144,,,-,0,,3,,,-,1,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
CONNECTICUT,2017,3,,-,5,,11,,7,,13,,,-,49,,79,,,-,106,,,-,1,,4,,,-,6,,"CONNECTICUT
(41.544654, -72.651713)",
FLORIDA,2017,3,21,,21,,53,,60,,47,,272,,519,,862,,951,,1215,,,-,4,,65,,16,,29,,"FLORIDA
(28.915325, -81.922409)",
NEW YORK CITY,2017,3,12,,17,,25,,37,,37,,232,,351,,504,,996,,1057,,4,,2,,7,,5,,3,,,
INDIANA,2017,3,,-,3,,8,,,-,9,,87,,180,,265,,413,,575,,,-,2,,6,,,-,10,,"INDIANA
(39.76845, -86.156212)",
NEW JERSEY,2017,3,,-,3,,13,,2,,29,,51,,147,,188,,368,,685,,,-,2,,8,,1,,13,,"NEW JERSEY
(40.104655, -74.386686)",
ARIZONA,2017,3,3,,3,,7,,8,,7,,93,,196,,307,,332,,433,,1,,2,,6,,7,,20,,"ARIZONA
(34.869712, -111.760902)",
IDAHO,2017,3,2,,3,,13,,8,,10,,,-,10,,38,,,-,39,,,-,0,,3,,,-,1,,"IDAHO
(43.680635, -114.364237)",
ALASKA,2017,3,2,,1,,5,,3,,7,,,-,24,,49,,,-,75,,,-,0,,3,,,-,3,,"ALASKA
(64.836661, -147.738891)",
VIRGINIA,2017,3,1,,6,,12,,3,,9,,,-,131,,776,,,-,450,,,-,2,,7,,1,,10,,"VIRGINIA
(37.542699, -78.45822)",
MID. ATLANTIC,2017,3,17,,49,,83,,61,,133,,697,,958,,1204,,2629,,2956,,10,,13,,23,,22,,45,,,
MISSOURI,2017,3,,-,5,,16,,,-,11,,120,,221,,291,,592,,685,,,-,2,,7,,,-,14,,"MISSOURI
(38.636168, -92.566292)",
OREGON,2017,3,1,,6,,17,,5,,16,,81,,82,,129,,250,,200,,2,,2,,6,,4,,6,,"OREGON
(44.567912, -120.156945)",
KENTUCKY,2017,4,,N,0,,0,,,N,,N,26,,104,,227,,197,,118,,1,,1,,3,,6,,7,,"KENTUCKY
(37.64591, -84.774043)",
MINNESOTA,2017,4,,-,0,,0,,,-,,-,,-,97,,123,,,-,425,,,-,0,,1,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
PACIFIC,2017,4,12,,73,,126,,83,,224,,649,,1497,,1931,,4832,,5773,,1,,4,,12,,10,,19,,,
MOUNTAIN,2017,4,10,,25,,52,,62,,72,,418,,505,,729,,1601,,1874,,8,,7,,14,,32,,49,,,
NEVADA,2017,4,,-,1,,4,,,-,5,,56,,62,,99,,187,,214,,1,,0,,4,,1,,6,,"NEVADA
(39.491833, -117.070159)",
C.N.M.I.,2017,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW HAMPSHIRE,2017,4,,-,2,,6,,2,,10,,5,,9,,53,,38,,31,,,-,0,,3,,1,,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ARIZONA,2017,4,3,,3,,7,,11,,10,,164,,196,,308,,527,,619,,3,,2,,6,,11,,23,,"ARIZONA
(34.869712, -111.760902)",
MASSACHUSETTS,2017,4,3,,11,,22,,15,,44,,67,,91,,145,,403,,346,,1,,2,,8,,11,,14,,"MASSACHUSETTS
(42.268546, -72.085064)",
TENNESSEE,2017,4,,N,0,,0,,,N,,N,100,,182,,268,,298,,822,,4,,3,,7,,16,,22,,"TENNESSEE
(35.681402, -85.774444)",
ALASKA,2017,4,1,,1,,5,,4,,7,,,-,24,,49,,,-,91,,,-,0,,2,,,-,4,,"ALASKA
(64.836661, -147.738891)",
LOUISIANA,2017,4,,-,1,,11,,,-,7,,339,,213,,675,,970,,671,,,-,1,,4,,3,,11,,"LOUISIANA
(31.2931, -92.463284)",
CONNECTICUT,2017,4,,-,5,,11,,7,,16,,2,,49,,93,,4,,127,,,-,1,,4,,,-,7,,"CONNECTICUT
(41.544654, -72.651713)",
COLORADO,2017,4,6,,11,,21,,33,,24,,166,,121,,253,,574,,458,,4,,1,,6,,12,,7,,"COLORADO
(38.841772, -106.132562)",
KANSAS,2017,4,,-,1,,6,,1,,10,,45,,67,,88,,274,,197,,,-,1,,5,,1,,2,,"KANSAS
(38.345528, -98.201847)",
GUAM,2017,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW YORK CITY,2017,4,16,,17,,25,,53,,54,,262,,359,,505,,1464,,1422,,5,,2,,7,,10,,6,,,
S. ATLANTIC,2017,4,41,,50,,77,,127,,197,,788,,1729,,2419,,3159,,6227,,22,,19,,89,,91,,121,,,
NEBRASKA,2017,4,3,,2,,9,,9,,9,,31,,43,,78,,128,,170,,2,,1,,4,,7,,1,,"NEBRASKA
(41.640503, -99.367122)",
TEXAS,2017,4,,N,0,,0,,,N,,N,1179,,829,,986,,3482,,3415,,,-,6,,24,,5,,12,,"TEXAS
(31.827233, -99.423022)",
HAWAII,2017,4,,-,0,,4,,1,,3,,2,,27,,50,,33,,71,,,-,0,,6,,2,,4,,"HAWAII
(21.30992, -157.858158)",
RHODE ISLAND,2017,4,,-,1,,8,,,-,2,,,-,9,,124,,11,,53,,,-,0,,11,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
OKLAHOMA,2017,4,,N,0,,0,,,N,,N,24,,106,,157,,251,,499,,8,,1,,5,,12,,4,,"OKLAHOMA
(35.468494, -97.521264)",
GEORGIA,2017,4,,-,14,,34,,,-,73,,,-,280,,371,,,-,910,,,-,3,,8,,8,,19,,"GEORGIA
(32.836038, -83.631709)",
W.N. CENTRAL,2017,4,4,,15,,41,,24,,61,,242,,511,,629,,1424,,2065,,2,,5,,11,,23,,25,,,
INDIANA,2017,4,,-,3,,8,,,-,10,,115,,181,,265,,645,,754,,,-,2,,7,,3,,13,,"INDIANA
(39.76845, -86.156212)",
UTAH,2017,4,,-,2,,9,,4,,11,,22,,40,,59,,150,,171,,,-,1,,3,,2,,2,,"UTAH
(39.359772, -111.584173)",
ALABAMA,2017,4,2,,4,,13,,13,,19,,,-,159,,268,,412,,566,,,-,1,,4,,5,,10,,"ALABAMA
(32.839182, -86.631125)",
CALIFORNIA,2017,4,10,,52,,75,,71,,184,,420,,1203,,1582,,3954,,4704,,,-,1,,4,,2,,3,,"CALIFORNIA
(37.640735, -121.002435)",
VIRGINIA,2017,4,4,,6,,12,,9,,15,,,-,131,,776,,,-,555,,1,,2,,11,,7,,14,,"VIRGINIA
(37.542699, -78.45822)",
DELAWARE,2017,4,,-,0,,3,,,-,,-,40,,32,,59,,128,,126,,,-,0,,3,,4,,2,,"DELAWARE
(39.008676, -75.574561)",
SOUTH CAROLINA,2017,4,2,,2,,7,,9,,9,,193,,178,,300,,812,,794,,4,,2,,9,,19,,9,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW JERSEY,2017,4,,-,3,,13,,2,,38,,80,,148,,188,,560,,827,,,-,2,,8,,4,,20,,"NEW JERSEY
(40.104655, -74.386686)",
MID. ATLANTIC,2017,4,17,,48,,83,,82,,183,,733,,984,,1204,,3745,,3911,,9,,12,,23,,36,,68,,,
OHIO,2017,4,16,,5,,135,,32,,33,,,-,378,,470,,546,,1616,,2,,3,,8,,17,,25,,"OHIO
(40.056807, -82.405897)",
PENNSYLVANIA,2017,4,1,,11,,31,,20,,36,,203,,286,,353,,1072,,1098,,3,,4,,9,,14,,31,,"PENNSYLVANIA
(40.789676, -77.858055)",
FLORIDA,2017,4,26,,21,,53,,86,,71,,359,,525,,891,,1585,,1782,,7,,4,,65,,23,,33,,"FLORIDA
(28.915325, -81.922409)",
MONTANA,2017,4,,-,2,,8,,1,,3,,,-,16,,26,,1,,97,,,-,0,,2,,2,,1,,"MONTANA
(47.062617, -109.430168)",
DIST. OF COL.,2017,4,,-,0,,2,,,-,3,,70,,65,,146,,307,,166,,,-,0,,3,,,-,4,,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
MARYLAND,2017,4,8,,4,,11,,17,,18,,95,,167,,321,,217,,327,,10,,2,,5,,19,,18,,"MARYLAND
(39.290443, -76.612333)",
AMER. SAMOA,2017,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
MISSISSIPPI,2017,4,,N,0,,0,,,N,,N,66,,118,,200,,300,,398,,,-,1,,5,,7,,5,,"MISSISSIPPI
(32.738663, -89.537312)",
WASHINGTON,2017,4,,-,10,,48,,1,,9,,128,,153,,290,,495,,634,,,-,0,,2,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
WYOMING,2017,4,,-,0,,2,,,-,2,,1,,5,,16,,9,,13,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ILLINOIS,2017,4,,N,0,,0,,,N,,N,13,,278,,375,,371,,1385,,,-,4,,10,,6,,18,,"ILLINOIS
(40.477092, -88.993221)",
NORTH DAKOTA,2017,4,,-,1,,4,,,-,5,,3,,18,,32,,12,,76,,,-,0,,4,,,-,4,,"NORTH DAKOTA
(47.475879, -100.121011)",
PUERTO RICO,2017,4,,-,0,,3,,,-,,-,,-,12,,27,,7,,49,,,-,0,,2,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
SOUTH DAKOTA,2017,4,,-,2,,6,,2,,6,,1,,20,,34,,31,,114,,,-,0,,2,,,-,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
IOWA,2017,4,,-,3,,13,,4,,15,,,-,48,,65,,127,,185,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
MICHIGAN,2017,4,,-,9,,24,,8,,25,,42,,229,,299,,382,,893,,,-,3,,8,,7,,13,,"MICHIGAN
(44.66399, -84.711206)",
NORTH CAROLINA,2017,4,,-,0,,0,,,-,,-,,-,357,,405,,2,,1522,,,-,3,,8,,8,,15,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW ENGLAND,2017,4,7,,22,,36,,29,,75,,78,,167,,264,,466,,611,,1,,5,,16,,15,,23,,,
WISCONSIN,2017,4,4,,9,,86,,10,,25,,86,,124,,153,,472,,571,,,-,2,,6,,4,,14,,"WISCONSIN
(44.395526, -89.834513)",
WEST VIRGINIA,2017,4,1,,1,,6,,6,,8,,31,,18,,31,,108,,45,,,-,1,,3,,3,,7,,"WEST VIRGINIA
(38.668501, -80.709421)",
W.S. CENTRAL,2017,4,,-,4,,20,,4,,15,,1542,,1227,,1686,,4751,,4851,,9,,9,,26,,22,,31,,,
NEW MEXICO,2017,4,,-,1,,9,,4,,7,,8,,64,,125,,146,,254,,,-,1,,4,,4,,8,,"NEW MEXICO
(34.520396, -106.244402)",
AMER. SAMOA,2017,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
OREGON,2017,4,1,,6,,17,,6,,21,,99,,83,,129,,350,,273,,1,,2,,6,,6,,8,,"OREGON
(44.567912, -120.156945)",
VERMONT,2017,4,,N,0,,0,,,N,,N,4,,2,,6,,4,,14,,,-,0,,2,,1,,,-,"VERMONT
(43.622479, -72.51927)",
UNITED STATES,2017,4,113,,274,,439,,474,,939,,4898,,8526,,9753,,23601,,32435,,59,,82,,161,,300,,463,,,
MAINE,2017,4,4,,2,,8,,5,,3,,,-,8,,16,,6,,40,,,-,0,,3,,2,,1,,"MAINE
(45.252223, -68.986647)",
E.S. CENTRAL,2017,4,2,,4,,13,,13,,19,,192,,572,,767,,1207,,1904,,5,,6,,12,,34,,44,,,
VIRGIN ISL.,2017,4,,-,0,,0,,,-,,-,,-,0,,3,,,-,4,,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
IDAHO,2017,4,1,,3,,13,,9,,10,,1,,10,,39,,7,,48,,,-,0,,3,,,-,2,,"IDAHO
(43.680635, -114.364237)",
E.N. CENTRAL,2017,4,20,,26,,150,,50,,93,,256,,1181,,1403,,2416,,5219,,2,,14,,29,,37,,83,,,
ARKANSAS,2017,4,,-,3,,9,,4,,8,,,-,96,,189,,48,,266,,1,,1,,4,,2,,4,,"ARKANSAS
(34.748745, -92.275105)",
MISSOURI,2017,4,1,,5,,16,,8,,16,,162,,223,,291,,852,,898,,,-,2,,9,,15,,16,,"MISSOURI
(38.636168, -92.566292)",
NEW YORK,2017,4,,-,17,,42,,7,,55,,188,,185,,364,,649,,564,,1,,4,,15,,8,,11,,"NEW YORK
(42.826892, -75.544286)",
UNITED STATES,2017,5,91,,274,,439,,625,,1212,,4896,,8511,,9848,,32288,,40984,,36,,82,,161,,382,,566,,,
COLORADO,2017,5,9,,11,,21,,42,,36,,162,,121,,253,,744,,564,,,-,1,,6,,12,,10,,"COLORADO
(38.841772, -106.132562)",
OKLAHOMA,2017,5,,N,0,,0,,,N,,N,31,,106,,157,,372,,596,,2,,1,,8,,14,,5,,"OKLAHOMA
(35.468494, -97.521264)",
NEW YORK,2017,5,,-,17,,42,,7,,70,,185,,185,,377,,834,,714,,2,,4,,15,,10,,16,,"NEW YORK
(42.826892, -75.544286)",
MAINE,2017,5,,-,2,,8,,5,,11,,,-,8,,16,,10,,55,,1,,0,,3,,3,,1,,"MAINE
(45.252223, -68.986647)",
S. ATLANTIC,2017,5,21,,49,,77,,152,,239,,673,,1744,,2419,,4107,,8088,,10,,19,,89,,123,,147,,,
INDIANA,2017,5,,-,3,,8,,2,,13,,102,,181,,265,,829,,956,,,-,2,,8,,5,,14,,"INDIANA
(39.76845, -86.156212)",
NORTH CAROLINA,2017,5,,-,0,,0,,,-,,-,,-,361,,412,,4,,1901,,,-,3,,8,,16,,24,,"NORTH CAROLINA
(35.47995, -79.180571)",
E.N. CENTRAL,2017,5,8,,27,,150,,63,,131,,460,,1186,,1411,,4261,,6397,,5,,14,,30,,51,,97,,,
GEORGIA,2017,5,,-,14,,28,,,-,86,,,-,280,,371,,,-,1189,,1,,3,,8,,15,,22,,"GEORGIA
(32.836038, -83.631709)",
LOUISIANA,2017,5,,-,1,,11,,1,,9,,213,,214,,675,,1184,,856,,,-,1,,4,,3,,15,,"LOUISIANA
(31.2931, -92.463284)",
NEBRASKA,2017,5,4,,2,,9,,14,,10,,30,,42,,78,,178,,191,,,-,1,,4,,8,,1,,"NEBRASKA
(41.640503, -99.367122)",
MISSOURI,2017,5,,-,5,,16,,8,,21,,184,,223,,291,,1105,,1113,,,-,2,,9,,15,,19,,"MISSOURI
(38.636168, -92.566292)",
PUERTO RICO,2017,5,,-,0,,3,,,-,1,,,-,12,,28,,17,,71,,,-,0,,2,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEW MEXICO,2017,5,,-,1,,9,,4,,7,,30,,64,,128,,237,,327,,1,,1,,3,,7,,9,,"NEW MEXICO
(34.520396, -106.244402)",
NEW JERSEY,2017,5,,-,2,,13,,2,,47,,58,,149,,195,,701,,1012,,,-,2,,8,,6,,21,,"NEW JERSEY
(40.104655, -74.386686)",
NEW HAMPSHIRE,2017,5,,-,2,,6,,3,,12,,3,,9,,53,,46,,84,,,-,0,,3,,1,,1,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ALABAMA,2017,5,2,,4,,13,,18,,25,,136,,158,,268,,735,,727,,,-,1,,4,,5,,11,,"ALABAMA
(32.839182, -86.631125)",
AMER. SAMOA,2017,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
MARYLAND,2017,5,2,,4,,11,,20,,23,,81,,167,,325,,328,,462,,2,,2,,10,,21,,18,,"MARYLAND
(39.290443, -76.612333)",
C.N.M.I.,2017,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NORTH DAKOTA,2017,5,,-,1,,4,,,-,6,,,-,18,,32,,14,,100,,,-,0,,4,,,-,4,,"NORTH DAKOTA
(47.475879, -100.121011)",
MONTANA,2017,5,,-,2,,8,,2,,6,,,-,15,,26,,1,,116,,,-,0,,2,,2,,1,,"MONTANA
(47.062617, -109.430168)",
