"Reporting.Area","MMWR.Year","MMWR.Week","Dengue_Cases_Count"
"AMERICAN SAMOA",2020,33,0
"NORTHERN MARIANA ISLANDS",2020,33,0
"GUAM",2020,33,0
"PUERTO RICO",2020,33,0
"U.S. VIRGIN ISLANDS",2020,33,0
"NON-US RESIDENTS",2020,33,0
"TOTAL",2020,33,12
"US RESIDENTS",2020,34,1
"NEW ENGLAND",2020,34,0
"CONNECTICUT",2020,34,0
"MAINE",2020,34,0
"MASSACHUSETTS",2020,34,0
"NEW HAMPSHIRE",2020,34,0
"RHODE ISLAND",2020,34,0
"VERMONT",2020,34,0
"MIDDLE ATLANTIC",2020,34,0
"NEW JERSEY",2020,34,0
"NEW YORK",2020,34,0
"NEW YORK CITY",2020,34,0
"PENNSYLVANIA",2020,34,0
"EAST NORTH CENTRAL",2020,34,0
"ILLINOIS",2020,34,0
"INDIANA",2020,34,0
"MICHIGAN",2020,34,0
"OHIO",2020,34,0
"WISCONSIN",2020,34,0
"WEST NORTH CENTRAL",2020,34,0
"IOWA",2020,34,0
"KANSAS",2020,34,0
"MINNESOTA",2020,34,0
"MISSOURI",2020,34,0
"NEBRASKA",2020,34,0
"NORTH DAKOTA",2020,34,0
"SOUTH DAKOTA",2020,34,0
"SOUTH ATLANTIC",2020,34,1
"DELAWARE",2020,34,0
"DISTRICT OF COLUMBIA",2020,34,0
"FLORIDA",2020,34,1
"GEORGIA",2020,34,0
"MARYLAND",2020,34,0
"NORTH CAROLINA",2020,34,0
"SOUTH CAROLINA",2020,34,0
"VIRGINIA",2020,34,0
"WEST VIRGINIA",2020,34,0
"EAST SOUTH CENTRAL",2020,34,0
"ALABAMA",2020,34,0
"KENTUCKY",2020,34,0
"MISSISSIPPI",2020,34,0
"TENNESSEE",2020,34,0
"WEST SOUTH CENTRAL",2020,34,0
"ARKANSAS",2020,34,0
"LOUISIANA",2020,34,0
"OKLAHOMA",2020,34,0
"TEXAS",2020,34,0
"MOUNTAIN",2020,34,0
"ARIZONA",2020,34,0
"COLORADO",2020,34,0
"IDAHO",2020,34,0
"MONTANA",2020,34,0
"NEVADA",2020,34,0
"NEW MEXICO",2020,34,0
"UTAH",2020,34,0
"WYOMING",2020,34,0
"PACIFIC",2020,34,0
"ALASKA",2020,34,0
"CALIFORNIA",2020,34,0
"HAWAII",2020,34,0
"OREGON",2020,34,0
"WASHINGTON",2020,34,0
"US TERRITORIES",2020,34,0
"AMERICAN SAMOA",2020,34,0
"NORTHERN MARIANA ISLANDS",2020,34,0
"GUAM",2020,34,0
"PUERTO RICO",2020,34,0
"U.S. VIRGIN ISLANDS",2020,34,0
"NON-US RESIDENTS",2020,34,0
"TOTAL",2020,34,1
"US RESIDENTS",2020,35,0
"NEW ENGLAND",2020,35,0
"CONNECTICUT",2020,35,0
"MAINE",2020,35,0
"MASSACHUSETTS",2020,35,0
"NEW HAMPSHIRE",2020,35,0
"RHODE ISLAND",2020,35,0
"VERMONT",2020,35,0
"MIDDLE ATLANTIC",2020,35,0
"NEW JERSEY",2020,35,0
"NEW YORK",2020,35,0
"NEW YORK CITY",2020,35,0
"PENNSYLVANIA",2020,35,0
"EAST NORTH CENTRAL",2020,35,0
"ILLINOIS",2020,35,0
"INDIANA",2020,35,0
"MICHIGAN",2020,35,0
"OHIO",2020,35,0
"WISCONSIN",2020,35,0
"WEST NORTH CENTRAL",2020,35,0
"IOWA",2020,35,0
"KANSAS",2020,35,0
"MINNESOTA",2020,35,0
"MISSOURI",2020,35,0
"NEBRASKA",2020,35,0
"NORTH DAKOTA",2020,35,0
"SOUTH DAKOTA",2020,35,0
"SOUTH ATLANTIC",2020,35,0
"DELAWARE",2020,35,0
"DISTRICT OF COLUMBIA",2020,35,0
"FLORIDA",2020,35,0
"GEORGIA",2020,35,0
"MARYLAND",2020,35,0
"NORTH CAROLINA",2020,35,0
"SOUTH CAROLINA",2020,35,0
"VIRGINIA",2020,35,0
"WEST VIRGINIA",2020,35,0
"EAST SOUTH CENTRAL",2020,35,0
"ALABAMA",2020,35,0
"KENTUCKY",2020,35,0
"MISSISSIPPI",2020,35,0
"TENNESSEE",2020,35,0
"WEST SOUTH CENTRAL",2020,35,0
"ARKANSAS",2020,35,0
"LOUISIANA",2020,35,0
"OKLAHOMA",2020,35,0
"TEXAS",2020,35,0
"MOUNTAIN",2020,35,0
"ARIZONA",2020,35,0
"COLORADO",2020,35,0
"IDAHO",2020,35,0
"MONTANA",2020,35,0
"NEVADA",2020,35,0
"NEW MEXICO",2020,35,0
"UTAH",2020,35,0
"WYOMING",2020,35,0
"PACIFIC",2020,35,0
"ALASKA",2020,35,0
"CALIFORNIA",2020,35,0
"HAWAII",2020,35,0
"OREGON",2020,35,0
"WASHINGTON",2020,35,0
"US TERRITORIES",2020,35,0
"AMERICAN SAMOA",2020,35,0
"NORTHERN MARIANA ISLANDS",2020,35,0
"GUAM",2020,35,0
"PUERTO RICO",2020,35,0
"U.S. VIRGIN ISLANDS",2020,35,0
"NON-US RESIDENTS",2020,35,0
"TOTAL",2020,35,0
"US RESIDENTS",2020,36,1
"NEW ENGLAND",2020,36,0
"CONNECTICUT",2020,36,0
"MAINE",2020,36,0
"MASSACHUSETTS",2020,36,0
"NEW HAMPSHIRE",2020,36,0
"RHODE ISLAND",2020,36,0
"VERMONT",2020,36,0
"MIDDLE ATLANTIC",2020,36,0
"NEW JERSEY",2020,36,0
"NEW YORK",2020,36,0
"NEW YORK CITY",2020,36,0
"PENNSYLVANIA",2020,36,0
"EAST NORTH CENTRAL",2020,36,0
"ILLINOIS",2020,36,0
"INDIANA",2020,36,0
"MICHIGAN",2020,36,0
"OHIO",2020,36,0
"WISCONSIN",2020,36,0
"WEST NORTH CENTRAL",2020,36,0
"IOWA",2020,36,0
"KANSAS",2020,36,0
"MINNESOTA",2020,36,0
"MISSOURI",2020,36,0
"NEBRASKA",2020,36,0
"NORTH DAKOTA",2020,36,0
"SOUTH DAKOTA",2020,36,0
"SOUTH ATLANTIC",2020,36,1
"DELAWARE",2020,36,0
"DISTRICT OF COLUMBIA",2020,36,0
"FLORIDA",2020,36,1
"GEORGIA",2020,36,0
"MARYLAND",2020,36,0
"NORTH CAROLINA",2020,36,0
"SOUTH CAROLINA",2020,36,0
"VIRGINIA",2020,36,0
"WEST VIRGINIA",2020,36,0
"EAST SOUTH CENTRAL",2020,36,0
"ALABAMA",2020,36,0
"KENTUCKY",2020,36,0
"MISSISSIPPI",2020,36,0
"TENNESSEE",2020,36,0
"WEST SOUTH CENTRAL",2020,36,0
"ARKANSAS",2020,36,0
"LOUISIANA",2020,36,0
"OKLAHOMA",2020,36,0
"TEXAS",2020,36,0
"MOUNTAIN",2020,36,0
"ARIZONA",2020,36,0
"COLORADO",2020,36,0
"IDAHO",2020,36,0
"MONTANA",2020,36,0
"NEVADA",2020,36,0
"NEW MEXICO",2020,36,0
"UTAH",2020,36,0
"WYOMING",2020,36,0
"PACIFIC",2020,36,0
"ALASKA",2020,36,0
"CALIFORNIA",2020,36,0
"HAWAII",2020,36,0
"OREGON",2020,36,0
"WASHINGTON",2020,36,0
"US TERRITORIES",2020,36,0
"AMERICAN SAMOA",2020,36,0
"NORTHERN MARIANA ISLANDS",2020,36,0
"GUAM",2020,36,0
"PUERTO RICO",2020,36,0
"U.S. VIRGIN ISLANDS",2020,36,0
"NON-US RESIDENTS",2020,36,0
"TOTAL",2020,36,1
"US RESIDENTS",2020,37,2
"NEW ENGLAND",2020,37,0
"CONNECTICUT",2020,37,0
"MAINE",2020,37,0
"MASSACHUSETTS",2020,37,0
"NEW HAMPSHIRE",2020,37,0
"RHODE ISLAND",2020,37,0
"VERMONT",2020,37,0
"MIDDLE ATLANTIC",2020,37,0
"NEW JERSEY",2020,37,0
"NEW YORK",2020,37,0
"NEW YORK CITY",2020,37,0
"PENNSYLVANIA",2020,37,0
"EAST NORTH CENTRAL",2020,37,0
"ILLINOIS",2020,37,0
"INDIANA",2020,37,0
"MICHIGAN",2020,37,0
"OHIO",2020,37,0
"WISCONSIN",2020,37,0
"WEST NORTH CENTRAL",2020,37,0
"IOWA",2020,37,0
"KANSAS",2020,37,0
"MINNESOTA",2020,37,0
"MISSOURI",2020,37,0
"NEBRASKA",2020,37,0
"NORTH DAKOTA",2020,37,0
"SOUTH DAKOTA",2020,37,0
"SOUTH ATLANTIC",2020,37,2
"DELAWARE",2020,37,0
"DISTRICT OF COLUMBIA",2020,37,0
"FLORIDA",2020,37,2
"GEORGIA",2020,37,0
"MARYLAND",2020,37,0
"NORTH CAROLINA",2020,37,0
"SOUTH CAROLINA",2020,37,0
"VIRGINIA",2020,37,0
"WEST VIRGINIA",2020,37,0
"EAST SOUTH CENTRAL",2020,37,0
"ALABAMA",2020,37,0
"KENTUCKY",2020,37,0
"MISSISSIPPI",2020,37,0
"TENNESSEE",2020,37,0
"WEST SOUTH CENTRAL",2020,37,0
"ARKANSAS",2020,37,0
"LOUISIANA",2020,37,0
"OKLAHOMA",2020,37,0
"TEXAS",2020,37,0
"MOUNTAIN",2020,37,0
"ARIZONA",2020,37,0
"COLORADO",2020,37,0
"IDAHO",2020,37,0
"MONTANA",2020,37,0
"NEVADA",2020,37,0
"NEW MEXICO",2020,37,0
"UTAH",2020,37,0
"WYOMING",2020,37,0
"PACIFIC",2020,37,0
"ALASKA",2020,37,0
"CALIFORNIA",2020,37,0
"HAWAII",2020,37,0
"OREGON",2020,37,0
"WASHINGTON",2020,37,0
"US TERRITORIES",2020,37,0
"AMERICAN SAMOA",2020,37,0
"NORTHERN MARIANA ISLANDS",2020,37,0
"GUAM",2020,37,0
"PUERTO RICO",2020,37,0
"U.S. VIRGIN ISLANDS",2020,37,0
"NON-US RESIDENTS",2020,37,0
"TOTAL",2020,37,2
"US RESIDENTS",2020,38,0
"NEW ENGLAND",2020,38,0
"CONNECTICUT",2020,38,0
"MAINE",2020,38,0
"MASSACHUSETTS",2020,38,0
"NEW HAMPSHIRE",2020,38,0
"RHODE ISLAND",2020,38,0
"VERMONT",2020,38,0
"MIDDLE ATLANTIC",2020,38,0
"NEW JERSEY",2020,38,0
"NEW YORK",2020,38,0
"NEW YORK CITY",2020,38,0
"PENNSYLVANIA",2020,38,0
"EAST NORTH CENTRAL",2020,38,0
"ILLINOIS",2020,38,0
"INDIANA",2020,38,0
"MICHIGAN",2020,38,0
"OHIO",2020,38,0
"WISCONSIN",2020,38,0
"WEST NORTH CENTRAL",2020,38,0
"IOWA",2020,38,0
"KANSAS",2020,38,0
"MINNESOTA",2020,38,0
"MISSOURI",2020,38,0
"NEBRASKA",2020,38,0
"NORTH DAKOTA",2020,38,0
"SOUTH DAKOTA",2020,38,0
"SOUTH ATLANTIC",2020,38,0
"DELAWARE",2020,38,0
"DISTRICT OF COLUMBIA",2020,38,0
"FLORIDA",2020,38,0
"GEORGIA",2020,38,0
"MARYLAND",2020,38,0
"NORTH CAROLINA",2020,38,0
"SOUTH CAROLINA",2020,38,0
"VIRGINIA",2020,38,0
"WEST VIRGINIA",2020,38,0
"EAST SOUTH CENTRAL",2020,38,0
"ALABAMA",2020,38,0
"KENTUCKY",2020,38,0
"MISSISSIPPI",2020,38,0
"TENNESSEE",2020,38,0
"WEST SOUTH CENTRAL",2020,38,0
"ARKANSAS",2020,38,0
"LOUISIANA",2020,38,0
"OKLAHOMA",2020,38,0
"TEXAS",2020,38,0
"MOUNTAIN",2020,38,0
"ARIZONA",2020,38,0
"COLORADO",2020,38,0
"IDAHO",2020,38,0
"MONTANA",2020,38,0
"NEVADA",2020,38,0
"NEW MEXICO",2020,38,0
"UTAH",2020,38,0
"WYOMING",2020,38,0
"PACIFIC",2020,38,0
"ALASKA",2020,38,0
"CALIFORNIA",2020,38,0
"HAWAII",2020,38,0
"OREGON",2020,38,0
"WASHINGTON",2020,38,0
"US TERRITORIES",2020,38,0
"AMERICAN SAMOA",2020,38,0
"NORTHERN MARIANA ISLANDS",2020,38,0
"GUAM",2020,38,0
"PUERTO RICO",2020,38,0
"U.S. VIRGIN ISLANDS",2020,38,0
"NON-US RESIDENTS",2020,38,0
"TOTAL",2020,38,0
"US RESIDENTS",2020,39,7
"NEW ENGLAND",2020,39,0
"CONNECTICUT",2020,39,0
"MAINE",2020,39,0
"MASSACHUSETTS",2020,39,0
"NEW HAMPSHIRE",2020,39,0
"RHODE ISLAND",2020,39,0
"VERMONT",2020,39,0
"MIDDLE ATLANTIC",2020,39,0
"NEW JERSEY",2020,39,0
"NEW YORK",2020,39,0
"NEW YORK CITY",2020,39,0
"PENNSYLVANIA",2020,39,0
"EAST NORTH CENTRAL",2020,39,0
"ILLINOIS",2020,39,0
"INDIANA",2020,39,0
"MICHIGAN",2020,39,0
"OHIO",2020,39,0
"WISCONSIN",2020,39,0
"WEST NORTH CENTRAL",2020,39,0
"IOWA",2020,39,0
"KANSAS",2020,39,0
"MINNESOTA",2020,39,0
"MISSOURI",2020,39,0
"NEBRASKA",2020,39,0
"NORTH DAKOTA",2020,39,0
"SOUTH DAKOTA",2020,39,0
"SOUTH ATLANTIC",2020,39,7
"DELAWARE",2020,39,0
"DISTRICT OF COLUMBIA",2020,39,0
"FLORIDA",2020,39,7
"GEORGIA",2020,39,0
"MARYLAND",2020,39,0
"NORTH CAROLINA",2020,39,0
"SOUTH CAROLINA",2020,39,0
"VIRGINIA",2020,39,0
"WEST VIRGINIA",2020,39,0
"EAST SOUTH CENTRAL",2020,39,0
"ALABAMA",2020,39,0
"KENTUCKY",2020,39,0
"MISSISSIPPI",2020,39,0
"TENNESSEE",2020,39,0
"WEST SOUTH CENTRAL",2020,39,0
"ARKANSAS",2020,39,0
"LOUISIANA",2020,39,0
"OKLAHOMA",2020,39,0
"TEXAS",2020,39,0
"MOUNTAIN",2020,39,0
"ARIZONA",2020,39,0
"COLORADO",2020,39,0
"IDAHO",2020,39,0
"MONTANA",2020,39,0
"NEVADA",2020,39,0
"NEW MEXICO",2020,39,0
"UTAH",2020,39,0
"WYOMING",2020,39,0
"PACIFIC",2020,39,0
"ALASKA",2020,39,0
"CALIFORNIA",2020,39,0
"HAWAII",2020,39,0
"OREGON",2020,39,0
"WASHINGTON",2020,39,0
"US TERRITORIES",2020,39,0
"AMERICAN SAMOA",2020,39,0
"NORTHERN MARIANA ISLANDS",2020,39,0
"GUAM",2020,39,0
"PUERTO RICO",2020,39,0
"U.S. VIRGIN ISLANDS",2020,39,0
"NON-US RESIDENTS",2020,39,0
"TOTAL",2020,39,7
"US RESIDENTS",2020,40,1
"NEW ENGLAND",2020,40,0
"CONNECTICUT",2020,40,0
"MAINE",2020,40,0
"MASSACHUSETTS",2020,40,0
"NEW HAMPSHIRE",2020,40,0
"RHODE ISLAND",2020,40,0
"VERMONT",2020,40,0
"MIDDLE ATLANTIC",2020,40,0
"NEW JERSEY",2020,40,0
"NEW YORK",2020,40,0
"NEW YORK CITY",2020,40,0
"PENNSYLVANIA",2020,40,0
"EAST NORTH CENTRAL",2020,40,0
"ILLINOIS",2020,40,0
"INDIANA",2020,40,0
"MICHIGAN",2020,40,0
"OHIO",2020,40,0
"WISCONSIN",2020,40,0
"WEST NORTH CENTRAL",2020,40,0
"IOWA",2020,40,0
"KANSAS",2020,40,0
"MINNESOTA",2020,40,0
"MISSOURI",2020,40,0
"NEBRASKA",2020,40,0
"NORTH DAKOTA",2020,40,0
"SOUTH DAKOTA",2020,40,0
"SOUTH ATLANTIC",2020,40,1
"DELAWARE",2020,40,0
"DISTRICT OF COLUMBIA",2020,40,0
"FLORIDA",2020,40,1
"GEORGIA",2020,40,0
"MARYLAND",2020,40,0
"NORTH CAROLINA",2020,40,0
"SOUTH CAROLINA",2020,40,0
"VIRGINIA",2020,40,0
"WEST VIRGINIA",2020,40,0
"EAST SOUTH CENTRAL",2020,40,0
"ALABAMA",2020,40,0
"KENTUCKY",2020,40,0
"MISSISSIPPI",2020,40,0
"TENNESSEE",2020,40,0
"WEST SOUTH CENTRAL",2020,40,0
"ARKANSAS",2020,40,0
"LOUISIANA",2020,40,0
"OKLAHOMA",2020,40,0
"TEXAS",2020,40,0
"MOUNTAIN",2020,40,0
"ARIZONA",2020,40,0
"COLORADO",2020,40,0
"IDAHO",2020,40,0
"MONTANA",2020,40,0
"NEVADA",2020,40,0
"NEW MEXICO",2020,40,0
"UTAH",2020,40,0
"WYOMING",2020,40,0
"PACIFIC",2020,40,0
"ALASKA",2020,40,0
"CALIFORNIA",2020,40,0
"HAWAII",2020,40,0
"OREGON",2020,40,0
"WASHINGTON",2020,40,0
"US TERRITORIES",2020,40,0
"AMERICAN SAMOA",2020,40,0
"NORTHERN MARIANA ISLANDS",2020,40,0
"GUAM",2020,40,0
"PUERTO RICO",2020,40,0
"U.S. VIRGIN ISLANDS",2020,40,0
"NON-US RESIDENTS",2020,40,0
"TOTAL",2020,40,1
"US RESIDENTS",2020,41,0
"NEW ENGLAND",2020,41,0
"CONNECTICUT",2020,41,0
"MAINE",2020,41,0
"MASSACHUSETTS",2020,41,0
"NEW HAMPSHIRE",2020,41,0
"RHODE ISLAND",2020,41,0
"VERMONT",2020,41,0
"MIDDLE ATLANTIC",2020,41,0
"NEW JERSEY",2020,41,0
"NEW YORK",2020,41,0
"NEW YORK CITY",2020,41,0
"PENNSYLVANIA",2020,41,0
"EAST NORTH CENTRAL",2020,41,0
"ILLINOIS",2020,41,0
"INDIANA",2020,41,0
"MICHIGAN",2020,41,0
"OHIO",2020,41,0
"WISCONSIN",2020,41,0
"WEST NORTH CENTRAL",2020,41,0
"IOWA",2020,41,0
"KANSAS",2020,41,0
"MINNESOTA",2020,41,0
"MISSOURI",2020,41,0
"NEBRASKA",2020,41,0
"NORTH DAKOTA",2020,41,0
"SOUTH DAKOTA",2020,41,0
"SOUTH ATLANTIC",2020,41,0
"DELAWARE",2020,41,0
"DISTRICT OF COLUMBIA",2020,41,0
"FLORIDA",2020,41,0
"GEORGIA",2020,41,0
"MARYLAND",2020,41,0
"NORTH CAROLINA",2020,41,0
"SOUTH CAROLINA",2020,41,0
"VIRGINIA",2020,41,0
"WEST VIRGINIA",2020,41,0
"EAST SOUTH CENTRAL",2020,41,0
"ALABAMA",2020,41,0
"KENTUCKY",2020,41,0
"MISSISSIPPI",2020,41,0
"TENNESSEE",2020,41,0
"WEST SOUTH CENTRAL",2020,41,0
"ARKANSAS",2020,41,0
"LOUISIANA",2020,41,0
"OKLAHOMA",2020,41,0
"TEXAS",2020,41,0
"MOUNTAIN",2020,41,0
"ARIZONA",2020,41,0
"COLORADO",2020,41,0
"IDAHO",2020,41,0
"MONTANA",2020,41,0
"NEVADA",2020,41,0
"NEW MEXICO",2020,41,0
"UTAH",2020,41,0
"WYOMING",2020,41,0
"PACIFIC",2020,41,0
"ALASKA",2020,41,0
"CALIFORNIA",2020,41,0
"HAWAII",2020,41,0
"OREGON",2020,41,0
"WASHINGTON",2020,41,0
"US TERRITORIES",2020,41,0
"AMERICAN SAMOA",2020,41,0
"NORTHERN MARIANA ISLANDS",2020,41,0
"GUAM",2020,41,0
"PUERTO RICO",2020,41,0
"U.S. VIRGIN ISLANDS",2020,41,0
"NON-US RESIDENTS",2020,41,0
"TOTAL",2020,41,0
"US RESIDENTS",2020,42,3
"NEW ENGLAND",2020,42,0
"CONNECTICUT",2020,42,0
"MAINE",2020,42,0
"MASSACHUSETTS",2020,42,0
"NEW HAMPSHIRE",2020,42,0
"RHODE ISLAND",2020,42,0
"VERMONT",2020,42,0
"MIDDLE ATLANTIC",2020,42,0
"NEW JERSEY",2020,42,0
"NEW YORK",2020,42,0
"NEW YORK CITY",2020,42,0
"PENNSYLVANIA",2020,42,0
"EAST NORTH CENTRAL",2020,42,0
"ILLINOIS",2020,42,0
"INDIANA",2020,42,0
"MICHIGAN",2020,42,0
"OHIO",2020,42,0
"WISCONSIN",2020,42,0
"WEST NORTH CENTRAL",2020,42,0
"IOWA",2020,42,0
"KANSAS",2020,42,0
"MINNESOTA",2020,42,0
"MISSOURI",2020,42,0
"NEBRASKA",2020,42,0
"NORTH DAKOTA",2020,42,0
"SOUTH DAKOTA",2020,42,0
"SOUTH ATLANTIC",2020,42,3
"DELAWARE",2020,42,0
"DISTRICT OF COLUMBIA",2020,42,0
"FLORIDA",2020,42,3
"GEORGIA",2020,42,0
"MARYLAND",2020,42,0
"NORTH CAROLINA",2020,42,0
"SOUTH CAROLINA",2020,42,0
"VIRGINIA",2020,42,0
"WEST VIRGINIA",2020,42,0
"EAST SOUTH CENTRAL",2020,42,0
"ALABAMA",2020,42,0
"KENTUCKY",2020,42,0
"MISSISSIPPI",2020,42,0
"TENNESSEE",2020,42,0
"WEST SOUTH CENTRAL",2020,42,0
"ARKANSAS",2020,42,0
"LOUISIANA",2020,42,0
"OKLAHOMA",2020,42,0
"TEXAS",2020,42,0
"MOUNTAIN",2020,42,0
"ARIZONA",2020,42,0
"COLORADO",2020,42,0
"IDAHO",2020,42,0
"MONTANA",2020,42,0
"NEVADA",2020,42,0
"NEW MEXICO",2020,42,0
"UTAH",2020,42,0
"WYOMING",2020,42,0
"PACIFIC",2020,42,0
"ALASKA",2020,42,0
"CALIFORNIA",2020,42,0
"HAWAII",2020,42,0
"OREGON",2020,42,0
"WASHINGTON",2020,42,0
"US TERRITORIES",2020,42,0
"AMERICAN SAMOA",2020,42,0
"NORTHERN MARIANA ISLANDS",2020,42,0
"GUAM",2020,42,0
"PUERTO RICO",2020,42,0
"U.S. VIRGIN ISLANDS",2020,42,0
"NON-US RESIDENTS",2020,42,0
"TOTAL",2020,42,3
"US RESIDENTS",2020,43,0
"NEW ENGLAND",2020,43,0
"CONNECTICUT",2020,43,0
"MAINE",2020,43,0
"MASSACHUSETTS",2020,43,0
"NEW HAMPSHIRE",2020,43,0
"RHODE ISLAND",2020,43,0
"VERMONT",2020,43,0
"MIDDLE ATLANTIC",2020,43,0
"NEW JERSEY",2020,43,0
"NEW YORK",2020,43,0
"NEW YORK CITY",2020,43,0
"PENNSYLVANIA",2020,43,0
"EAST NORTH CENTRAL",2020,43,0
"ILLINOIS",2020,43,0
"INDIANA",2020,43,0
"MICHIGAN",2020,43,0
"OHIO",2020,43,0
"WISCONSIN",2020,43,0
"WEST NORTH CENTRAL",2020,43,0
"IOWA",2020,43,0
"KANSAS",2020,43,0
"MINNESOTA",2020,43,0
"MISSOURI",2020,43,0
"NEBRASKA",2020,43,0
"NORTH DAKOTA",2020,43,0
"SOUTH DAKOTA",2020,43,0
"SOUTH ATLANTIC",2020,43,0
"DELAWARE",2020,43,0
"DISTRICT OF COLUMBIA",2020,43,0
"FLORIDA",2020,43,0
"GEORGIA",2020,43,0
"MARYLAND",2020,43,0
"NORTH CAROLINA",2020,43,0
"SOUTH CAROLINA",2020,43,0
"VIRGINIA",2020,43,0
"WEST VIRGINIA",2020,43,0
"EAST SOUTH CENTRAL",2020,43,0
"ALABAMA",2020,43,0
"KENTUCKY",2020,43,0
"MISSISSIPPI",2020,43,0
"TENNESSEE",2020,43,0
"WEST SOUTH CENTRAL",2020,43,0
"ARKANSAS",2020,43,0
"LOUISIANA",2020,43,0
"OKLAHOMA",2020,43,0
"TEXAS",2020,43,0
"MOUNTAIN",2020,43,0
"ARIZONA",2020,43,0
"COLORADO",2020,43,0
"IDAHO",2020,43,0
"MONTANA",2020,43,0
"NEVADA",2020,43,0
"NEW MEXICO",2020,43,0
"UTAH",2020,43,0
"WYOMING",2020,43,0
"PACIFIC",2020,43,0
"ALASKA",2020,43,0
"CALIFORNIA",2020,43,0
"HAWAII",2020,43,0
"OREGON",2020,43,0
"WASHINGTON",2020,43,0
"US TERRITORIES",2020,43,0
"AMERICAN SAMOA",2020,43,0
"NORTHERN MARIANA ISLANDS",2020,43,0
"GUAM",2020,43,0
"PUERTO RICO",2020,43,0
"U.S. VIRGIN ISLANDS",2020,43,0
"NON-US RESIDENTS",2020,43,0
"TOTAL",2020,43,0
"US RESIDENTS",2020,44,0
"NEW ENGLAND",2020,44,0
"CONNECTICUT",2020,44,0
"MAINE",2020,44,0
"MASSACHUSETTS",2020,44,0
"NEW HAMPSHIRE",2020,44,0
"RHODE ISLAND",2020,44,0
"VERMONT",2020,44,0
"MIDDLE ATLANTIC",2020,44,0
"NEW JERSEY",2020,44,0
"NEW YORK",2020,44,0
"NEW YORK CITY",2020,44,0
"PENNSYLVANIA",2020,44,0
"EAST NORTH CENTRAL",2020,44,0
"ILLINOIS",2020,44,0
"INDIANA",2020,44,0
"MICHIGAN",2020,44,0
"OHIO",2020,44,0
"WISCONSIN",2020,44,0
"WEST NORTH CENTRAL",2020,44,0
"IOWA",2020,44,0
"KANSAS",2020,44,0
"MINNESOTA",2020,44,0
"MISSOURI",2020,44,0
"NEBRASKA",2020,44,0
"NORTH DAKOTA",2020,44,0
"SOUTH DAKOTA",2020,44,0
"SOUTH ATLANTIC",2020,44,0
"DELAWARE",2020,44,0
"DISTRICT OF COLUMBIA",2020,44,0
"FLORIDA",2020,44,0
"GEORGIA",2020,44,0
"MARYLAND",2020,44,0
"NORTH CAROLINA",2020,44,0
"SOUTH CAROLINA",2020,44,0
"VIRGINIA",2020,44,0
"WEST VIRGINIA",2020,44,0
"EAST SOUTH CENTRAL",2020,44,0
"ALABAMA",2020,44,0
"KENTUCKY",2020,44,0
"MISSISSIPPI",2020,44,0
"TENNESSEE",2020,44,0
"WEST SOUTH CENTRAL",2020,44,0
"ARKANSAS",2020,44,0
"LOUISIANA",2020,44,0
"OKLAHOMA",2020,44,0
"TEXAS",2020,44,0
"MOUNTAIN",2020,44,0
"ARIZONA",2020,44,0
"COLORADO",2020,44,0
"IDAHO",2020,44,0
"MONTANA",2020,44,0
"NEVADA",2020,44,0
"NEW MEXICO",2020,44,0
"UTAH",2020,44,0
"WYOMING",2020,44,0
"PACIFIC",2020,44,0
"ALASKA",2020,44,0
"CALIFORNIA",2020,44,0
"HAWAII",2020,44,0
"OREGON",2020,44,0
"WASHINGTON",2020,44,0
"US TERRITORIES",2020,44,0
"AMERICAN SAMOA",2020,44,0
"NORTHERN MARIANA ISLANDS",2020,44,0
"GUAM",2020,44,0
"PUERTO RICO",2020,44,0
"U.S. VIRGIN ISLANDS",2020,44,0
"NON-US RESIDENTS",2020,44,0
"TOTAL",2020,44,0
"US RESIDENTS",2020,45,2
"NEW ENGLAND",2020,45,0
"CONNECTICUT",2020,45,0
"MAINE",2020,45,0
"MASSACHUSETTS",2020,45,0
"NEW HAMPSHIRE",2020,45,0
"RHODE ISLAND",2020,45,0
"VERMONT",2020,45,0
"MIDDLE ATLANTIC",2020,45,0
"NEW JERSEY",2020,45,0
"NEW YORK",2020,45,0
"NEW YORK CITY",2020,45,0
"PENNSYLVANIA",2020,45,0
"EAST NORTH CENTRAL",2020,45,0
"ILLINOIS",2020,45,0
"INDIANA",2020,45,0
"MICHIGAN",2020,45,0
"OHIO",2020,45,0
"WISCONSIN",2020,45,0
"WEST NORTH CENTRAL",2020,45,1
"IOWA",2020,45,0
"KANSAS",2020,45,0
"MINNESOTA",2020,45,0
"MISSOURI",2020,45,0
"NEBRASKA",2020,45,1
"NORTH DAKOTA",2020,45,0
"SOUTH DAKOTA",2020,45,0
"SOUTH ATLANTIC",2020,45,0
"DELAWARE",2020,45,0
"DISTRICT OF COLUMBIA",2020,45,0
"FLORIDA",2020,45,0
"GEORGIA",2020,45,0
"MARYLAND",2020,45,0
"NORTH CAROLINA",2020,45,0
"SOUTH CAROLINA",2020,45,0
"VIRGINIA",2020,45,0
"WEST VIRGINIA",2020,45,0
"EAST SOUTH CENTRAL",2020,45,0
"ALABAMA",2020,45,0
"KENTUCKY",2020,45,0
"MISSISSIPPI",2020,45,0
"TENNESSEE",2020,45,0
"WEST SOUTH CENTRAL",2020,45,1
"ARKANSAS",2020,45,0
