Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Current week","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Current week, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Med","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Med, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Max","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Previous 52 weeks Max, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2018","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2018, flag","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2017","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection, Cum 2017, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Current week","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Current week, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Med","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Med, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Max","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Previous 52 weeks Max, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2018","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2018, flag","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2017","Ehrlichiosis and Anaplasmosis, Undetermined Ehrlichiosis/Anaplasmosis, Cum 2017, flag",Location 1,Location 2
NEW YORK,2018,25,,-,0,,0,,,-,,-,,-,0,,3,,2,,,-,"NEW YORK
(42.826892, -75.544286)",
NEBRASKA,2018,25,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
DIST. OF COL.,2018,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
FLORIDA,2018,25,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
MICHIGAN,2018,25,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
LOUISIANA,2018,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
NEW ENGLAND,2018,25,,-,0,,0,,,-,1,,,-,0,,2,,3,,8,,,
NEW MEXICO,2018,25,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
NEW YORK CITY,2018,25,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
ALABAMA,2018,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
MID. ATLANTIC,2018,25,,-,0,,1,,,-,1,,,-,0,,3,,4,,8,,,
NEW JERSEY,2018,25,,-,0,,0,,,-,1,,,-,0,,2,,2,,4,,"NEW JERSEY
(40.104655, -74.386686)",
MONTANA,2018,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
KANSAS,2018,26,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MAINE,2018,26,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,"MAINE
(45.252223, -68.986647)",
WYOMING,2018,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEW JERSEY,2018,26,,-,0,,0,,,-,1,,,-,0,,2,,2,,5,,"NEW JERSEY
(40.104655, -74.386686)",
INDIANA,2018,26,,-,0,,0,,,-,,-,,-,0,,6,,19,,21,,"INDIANA
(39.76845, -86.156212)",
IOWA,2018,26,,-,0,,1,,1,,,-,,-,0,,1,,1,,1,,"IOWA
(42.46942, -93.815856)",
W.N. CENTRAL,2018,26,,-,0,,3,,5,,12,,,-,0,,6,,8,,22,,,
NEVADA,2018,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NEW MEXICO,2018,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
HAWAII,2018,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
GEORGIA,2018,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"GEORGIA
(32.836038, -83.631709)",
WEST VIRGINIA,2018,26,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MISSOURI,2018,26,,-,0,,3,,4,,9,,,-,0,,3,,6,,7,,"MISSOURI
(38.636168, -92.566292)",
VIRGIN ISL.,2018,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
RHODE ISLAND,2018,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
FLORIDA,2018,26,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
E.S. CENTRAL,2018,26,,-,0,,1,,,-,1,,,-,0,,3,,,-,5,,,
PENNSYLVANIA,2018,26,,-,0,,0,,,-,,-,,-,0,,1,,,-,5,,"PENNSYLVANIA
(40.789676, -77.858055)",
MICHIGAN,2018,26,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
NEW YORK CITY,2018,26,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
ALABAMA,2018,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
MARYLAND,2018,26,,-,0,,1,,,-,,-,,-,0,,1,,2,,,-,"MARYLAND
(39.290443, -76.612333)",
W.S. CENTRAL,2018,26,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,,
TENNESSEE,2018,26,,-,0,,1,,,-,,-,,-,0,,1,,,-,3,,"TENNESSEE
(35.681402, -85.774444)",
MID. ATLANTIC,2018,26,,-,0,,1,,,-,1,,,-,0,,3,,4,,10,,,
MOUNTAIN,2018,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
SOUTH DAKOTA,2018,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
TEXAS,2018,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
OREGON,2018,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
MINNESOTA,2018,26,,-,0,,0,,,-,1,,,-,0,,3,,,-,14,,"MINNESOTA
(46.357661, -94.793397)",
NEBRASKA,2018,26,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
VERMONT,2018,26,,-,0,,0,,,-,,-,,-,0,,1,,2,,3,,"VERMONT
(43.622479, -72.51927)",
SOUTH CAROLINA,2018,26,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
S. ATLANTIC,2018,26,,-,0,,2,,1,,,-,,-,0,,2,,4,,5,,,
WISCONSIN,2018,26,,-,0,,1,,,-,,-,1,,1,,7,,14,,30,,"WISCONSIN
(44.395526, -89.834513)",
UTAH,2018,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
DIST. OF COL.,2018,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
OHIO,2018,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
ILLINOIS,2018,26,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
ARKANSAS,2018,26,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
CALIFORNIA,2018,26,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,"CALIFORNIA
(37.640735, -121.002435)",
UNITED STATES,2018,26,,-,0,,6,,6,,18,,1,,3,,20,,52,,102,,,
NORTH CAROLINA,2018,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
E.N. CENTRAL,2018,26,,-,0,,1,,,-,1,,1,,2,,11,,33,,51,,,
ALASKA,2018,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
OKLAHOMA,2018,26,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
PACIFIC,2018,26,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,,
IDAHO,2018,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
NEW ENGLAND,2018,26,,-,0,,0,,,-,1,,,-,0,,2,,3,,8,,,
NORTH DAKOTA,2018,26,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
C.N.M.I.,2018,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
WASHINGTON,2018,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
ARIZONA,2018,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
CONNECTICUT,2018,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
DELAWARE,2018,26,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
PUERTO RICO,2018,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
COLORADO,2018,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
NEW YORK,2018,26,,-,0,,0,,,-,,-,,-,0,,3,,2,,,-,"NEW YORK
(42.826892, -75.544286)",
MISSISSIPPI,2018,26,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"MISSISSIPPI
(32.738663, -89.537312)",
GUAM,2018,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
NEW HAMPSHIRE,2018,26,,-,0,,0,,,-,1,,,-,0,,1,,,-,2,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
KENTUCKY,2018,26,,-,0,,1,,,-,1,,,-,0,,2,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
LOUISIANA,2018,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
VIRGINIA,2018,26,,-,0,,1,,1,,,-,,-,0,,1,,2,,2,,"VIRGINIA
(37.542699, -78.45822)",
MASSACHUSETTS,2018,26,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
AMER. SAMOA,2018,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
COLORADO,2018,27,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
IOWA,2018,27,,-,0,,1,,1,,,-,,-,0,,1,,1,,1,,"IOWA
(42.46942, -93.815856)",
VIRGINIA,2018,27,1,,0,,1,,2,,,-,,-,0,,1,,2,,2,,"VIRGINIA
(37.542699, -78.45822)",
MOUNTAIN,2018,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
TEXAS,2018,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
C.N.M.I.,2018,27,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
LOUISIANA,2018,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MAINE,2018,27,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,"MAINE
(45.252223, -68.986647)",
HAWAII,2018,27,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
UTAH,2018,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
MASSACHUSETTS,2018,27,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NORTH CAROLINA,2018,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
PENNSYLVANIA,2018,27,,-,0,,0,,,-,,-,,-,0,,1,,,-,5,,"PENNSYLVANIA
(40.789676, -77.858055)",
MONTANA,2018,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
CONNECTICUT,2018,27,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
KENTUCKY,2018,27,,-,0,,1,,,-,2,,,-,0,,2,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
FLORIDA,2018,27,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
NEW MEXICO,2018,27,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
WISCONSIN,2018,27,,-,0,,1,,,-,,-,,-,1,,7,,16,,34,,"WISCONSIN
(44.395526, -89.834513)",
NEW YORK CITY,2018,27,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
TENNESSEE,2018,27,,-,0,,1,,,-,,-,,-,0,,1,,,-,4,,"TENNESSEE
(35.681402, -85.774444)",
W.S. CENTRAL,2018,27,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,,
NEBRASKA,2018,27,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
ARKANSAS,2018,27,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
MID. ATLANTIC,2018,27,,-,0,,1,,,-,1,,1,,0,,3,,5,,10,,,
MARYLAND,2018,27,,-,0,,1,,,-,,-,,-,0,,1,,2,,,-,"MARYLAND
(39.290443, -76.612333)",
KANSAS,2018,27,,-,0,,1,,,-,2,,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
GUAM,2018,27,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
SOUTH DAKOTA,2018,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
E.N. CENTRAL,2018,27,,-,0,,1,,,-,1,,,-,2,,9,,39,,57,,,
IDAHO,2018,27,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
E.S. CENTRAL,2018,27,,-,0,,1,,,-,2,,,-,0,,3,,,-,6,,,
MICHIGAN,2018,27,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
OREGON,2018,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
GEORGIA,2018,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"GEORGIA
(32.836038, -83.631709)",
RHODE ISLAND,2018,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MISSISSIPPI,2018,27,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"MISSISSIPPI
(32.738663, -89.537312)",
MISSOURI,2018,27,,-,0,,3,,4,,9,,,-,0,,2,,6,,7,,"MISSOURI
(38.636168, -92.566292)",
ALABAMA,2018,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
WASHINGTON,2018,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
WYOMING,2018,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
S. ATLANTIC,2018,27,1,,0,,2,,2,,,-,,-,0,,2,,4,,5,,,
AMER. SAMOA,2018,27,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
SOUTH CAROLINA,2018,27,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
OHIO,2018,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
W.N. CENTRAL,2018,27,,-,0,,3,,5,,13,,,-,0,,6,,8,,23,,,
DIST. OF COL.,2018,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEW HAMPSHIRE,2018,27,,-,0,,0,,,-,1,,,-,0,,1,,,-,2,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UNITED STATES,2018,27,1,,0,,6,,7,,21,,1,,3,,17,,59,,111,,,
NORTH DAKOTA,2018,27,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
PACIFIC,2018,27,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,
VIRGIN ISL.,2018,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MINNESOTA,2018,27,,-,0,,0,,,-,1,,,-,0,,3,,,-,15,,"MINNESOTA
(46.357661, -94.793397)",
VERMONT,2018,27,,-,0,,0,,,-,,-,,-,0,,1,,2,,4,,"VERMONT
(43.622479, -72.51927)",
PUERTO RICO,2018,27,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
INDIANA,2018,27,,-,0,,0,,,-,,-,,-,0,,6,,23,,23,,"INDIANA
(39.76845, -86.156212)",
NEW JERSEY,2018,27,,-,0,,0,,,-,1,,,-,0,,2,,2,,5,,"NEW JERSEY
(40.104655, -74.386686)",
NEVADA,2018,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
CALIFORNIA,2018,27,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"CALIFORNIA
(37.640735, -121.002435)",
NEW YORK,2018,27,,-,0,,0,,,-,,-,1,,0,,3,,3,,,-,"NEW YORK
(42.826892, -75.544286)",
ARIZONA,2018,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
WEST VIRGINIA,2018,27,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
OKLAHOMA,2018,27,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
ALASKA,2018,27,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
NEW ENGLAND,2018,27,,-,0,,0,,,-,1,,,-,0,,2,,3,,9,,,
ILLINOIS,2018,27,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
DELAWARE,2018,27,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ALASKA,2018,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
MAINE,2018,28,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,"MAINE
(45.252223, -68.986647)",
COLORADO,2018,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
NORTH CAROLINA,2018,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
PACIFIC,2018,28,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,
WEST VIRGINIA,2018,28,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ARKANSAS,2018,28,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
KENTUCKY,2018,28,,-,0,,0,,,-,2,,,-,0,,2,,,-,2,,"KENTUCKY
(37.64591, -84.774043)",
WISCONSIN,2018,28,,-,0,,1,,,-,,-,,-,1,,7,,18,,38,,"WISCONSIN
(44.395526, -89.834513)",
MISSISSIPPI,2018,28,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"MISSISSIPPI
(32.738663, -89.537312)",
MISSOURI,2018,28,,-,0,,3,,4,,12,,,-,0,,2,,6,,7,,"MISSOURI
(38.636168, -92.566292)",
IOWA,2018,28,,-,0,,1,,1,,,-,,-,0,,1,,2,,1,,"IOWA
(42.46942, -93.815856)",
OKLAHOMA,2018,28,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
W.N. CENTRAL,2018,28,,-,0,,3,,5,,16,,,-,0,,6,,9,,25,,,
MID. ATLANTIC,2018,28,,-,0,,1,,,-,1,,,-,0,,3,,5,,11,,,
CONNECTICUT,2018,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
VERMONT,2018,28,,-,0,,0,,,-,,-,,-,0,,1,,2,,4,,"VERMONT
(43.622479, -72.51927)",
OREGON,2018,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
MICHIGAN,2018,28,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
S. ATLANTIC,2018,28,,-,0,,2,,2,,,-,,-,0,,2,,4,,6,,,
GEORGIA,2018,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"GEORGIA
(32.836038, -83.631709)",
KANSAS,2018,28,,-,0,,0,,,-,2,,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
DELAWARE,2018,28,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEW YORK,2018,28,,-,0,,0,,,-,,-,,-,0,,3,,3,,1,,"NEW YORK
(42.826892, -75.544286)",
MINNESOTA,2018,28,,-,0,,0,,,-,1,,,-,0,,3,,,-,17,,"MINNESOTA
(46.357661, -94.793397)",
PENNSYLVANIA,2018,28,,-,0,,0,,,-,,-,,-,0,,1,,,-,5,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW YORK CITY,2018,28,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,
NEW ENGLAND,2018,28,,-,0,,0,,,-,1,,,-,0,,2,,3,,11,,,
W.S. CENTRAL,2018,28,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,,
GUAM,2018,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
NEW HAMPSHIRE,2018,28,,-,0,,0,,,-,1,,,-,0,,1,,,-,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
E.S. CENTRAL,2018,28,,-,0,,1,,,-,2,,,-,0,,3,,,-,8,,,
IDAHO,2018,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
SOUTH CAROLINA,2018,28,,-,0,,0,,,-,,-,,-,0,,1,,,-,3,,"SOUTH CAROLINA
(34.009286, -81.037094)",
TENNESSEE,2018,28,,-,0,,1,,,-,,-,,-,0,,1,,,-,4,,"TENNESSEE
(35.681402, -85.774444)",
WASHINGTON,2018,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
VIRGIN ISL.,2018,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
OHIO,2018,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
LOUISIANA,2018,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
C.N.M.I.,2018,28,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
HAWAII,2018,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
RHODE ISLAND,2018,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
PUERTO RICO,2018,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
ALABAMA,2018,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
DIST. OF COL.,2018,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
E.N. CENTRAL,2018,28,,-,0,,1,,,-,1,,1,,2,,10,,49,,66,,,
TEXAS,2018,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
NORTH DAKOTA,2018,28,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MONTANA,2018,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MARYLAND,2018,28,,-,0,,1,,,-,,-,,-,0,,1,,2,,,-,"MARYLAND
(39.290443, -76.612333)",
SOUTH DAKOTA,2018,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
UTAH,2018,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
ILLINOIS,2018,28,,-,0,,0,,,-,1,,,-,0,,1,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
WYOMING,2018,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
FLORIDA,2018,28,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
MOUNTAIN,2018,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,
NEVADA,2018,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
INDIANA,2018,28,,-,0,,0,,,-,,-,1,,0,,8,,31,,27,,"INDIANA
(39.76845, -86.156212)",
CALIFORNIA,2018,28,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"CALIFORNIA
(37.640735, -121.002435)",
AMER. SAMOA,2018,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
NEBRASKA,2018,28,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
