"Reporting.Area","MMWR.Year","MMWR.Week","Cryptosporidiosis_Cases_Count"
"MOUNTAIN",2020,30,4
"ARIZONA",2020,30,2
"COLORADO",2020,30,2
"IDAHO",2020,30,0
"MONTANA",2020,30,0
"NEVADA",2020,30,0
"NEW MEXICO",2020,30,0
"UTAH",2020,30,0
"WYOMING",2020,30,0
"PACIFIC",2020,30,3
"ALASKA",2020,30,0
"CALIFORNIA",2020,30,0
"HAWAII",2020,30,0
"OREGON",2020,30,0
"WASHINGTON",2020,30,3
"US TERRITORIES",2020,30,0
"AMERICAN SAMOA",2020,30,0
"NORTHERN MARIANA ISLANDS",2020,30,0
"GUAM",2020,30,0
"PUERTO RICO",2020,30,0
"U.S. VIRGIN ISLANDS",2020,30,0
"NON-US RESIDENTS",2020,30,0
"TOTAL",2020,30,67
"US RESIDENTS",2020,31,56
"NEW ENGLAND",2020,31,3
"CONNECTICUT",2020,31,0
"MAINE",2020,31,0
"MASSACHUSETTS",2020,31,1
"NEW HAMPSHIRE",2020,31,0
"RHODE ISLAND",2020,31,2
"VERMONT",2020,31,0
"MIDDLE ATLANTIC",2020,31,34
"NEW JERSEY",2020,31,0
"NEW YORK",2020,31,31
"NEW YORK CITY",2020,31,0
"PENNSYLVANIA",2020,31,3
"EAST NORTH CENTRAL",2020,31,10
"ILLINOIS",2020,31,0
"INDIANA",2020,31,0
"MICHIGAN",2020,31,0
"OHIO",2020,31,6
"WISCONSIN",2020,31,4
"WEST NORTH CENTRAL",2020,31,3
"IOWA",2020,31,1
"KANSAS",2020,31,1
"MINNESOTA",2020,31,0
"MISSOURI",2020,31,0
"NEBRASKA",2020,31,1
"NORTH DAKOTA",2020,31,0
"SOUTH DAKOTA",2020,31,0
"SOUTH ATLANTIC",2020,31,5
"DELAWARE",2020,31,0
"DISTRICT OF COLUMBIA",2020,31,0
"FLORIDA",2020,31,0
"GEORGIA",2020,31,3
"MARYLAND",2020,31,1
"NORTH CAROLINA",2020,31,0
"SOUTH CAROLINA",2020,31,1
"VIRGINIA",2020,31,0
"WEST VIRGINIA",2020,31,0
"EAST SOUTH CENTRAL",2020,31,0
"ALABAMA",2020,31,0
"KENTUCKY",2020,31,0
"MISSISSIPPI",2020,31,0
"TENNESSEE",2020,31,0
"WEST SOUTH CENTRAL",2020,31,0
"ARKANSAS",2020,31,0
"LOUISIANA",2020,31,0
"OKLAHOMA",2020,31,0
"TEXAS",2020,31,0
"MOUNTAIN",2020,31,1
"ARIZONA",2020,31,0
"COLORADO",2020,31,1
"IDAHO",2020,31,0
"MONTANA",2020,31,0
"NEVADA",2020,31,0
"NEW MEXICO",2020,31,0
"UTAH",2020,31,0
"WYOMING",2020,31,0
"PACIFIC",2020,31,0
"ALASKA",2020,31,0
"CALIFORNIA",2020,31,0
"HAWAII",2020,31,0
"OREGON",2020,31,0
"WASHINGTON",2020,31,0
"US TERRITORIES",2020,31,0
"AMERICAN SAMOA",2020,31,0
"NORTHERN MARIANA ISLANDS",2020,31,0
"GUAM",2020,31,0
"PUERTO RICO",2020,31,0
"U.S. VIRGIN ISLANDS",2020,31,0
"NON-US RESIDENTS",2020,31,0
"TOTAL",2020,31,56
"US RESIDENTS",2020,32,67
"NEW ENGLAND",2020,32,6
"CONNECTICUT",2020,32,0
"MAINE",2020,32,1
"MASSACHUSETTS",2020,32,3
"NEW HAMPSHIRE",2020,32,0
"RHODE ISLAND",2020,32,1
"VERMONT",2020,32,1
"MIDDLE ATLANTIC",2020,32,23
"NEW JERSEY",2020,32,0
"NEW YORK",2020,32,18
"NEW YORK CITY",2020,32,1
"PENNSYLVANIA",2020,32,4
"EAST NORTH CENTRAL",2020,32,17
"ILLINOIS",2020,32,0
"INDIANA",2020,32,0
"MICHIGAN",2020,32,0
"OHIO",2020,32,8
"WISCONSIN",2020,32,9
"WEST NORTH CENTRAL",2020,32,5
"IOWA",2020,32,2
"KANSAS",2020,32,0
"MINNESOTA",2020,32,0
"MISSOURI",2020,32,0
"NEBRASKA",2020,32,3
"NORTH DAKOTA",2020,32,0
"SOUTH DAKOTA",2020,32,0
"SOUTH ATLANTIC",2020,32,8
"DELAWARE",2020,32,0
"DISTRICT OF COLUMBIA",2020,32,0
"FLORIDA",2020,32,0
"GEORGIA",2020,32,2
"MARYLAND",2020,32,2
"NORTH CAROLINA",2020,32,0
"SOUTH CAROLINA",2020,32,0
"VIRGINIA",2020,32,4
"WEST VIRGINIA",2020,32,0
"EAST SOUTH CENTRAL",2020,32,1
"ALABAMA",2020,32,0
"KENTUCKY",2020,32,1
"MISSISSIPPI",2020,32,0
"TENNESSEE",2020,32,0
"WEST SOUTH CENTRAL",2020,32,3
"ARKANSAS",2020,32,2
"LOUISIANA",2020,32,1
"OKLAHOMA",2020,32,0
"TEXAS",2020,32,0
"MOUNTAIN",2020,32,1
"ARIZONA",2020,32,0
"COLORADO",2020,32,1
"IDAHO",2020,32,0
"MONTANA",2020,32,0
"NEVADA",2020,32,0
"NEW MEXICO",2020,32,0
"UTAH",2020,32,0
"WYOMING",2020,32,0
"PACIFIC",2020,32,3
"ALASKA",2020,32,0
"CALIFORNIA",2020,32,0
"HAWAII",2020,32,0
"OREGON",2020,32,0
"WASHINGTON",2020,32,3
"US TERRITORIES",2020,32,0
"AMERICAN SAMOA",2020,32,0
"NORTHERN MARIANA ISLANDS",2020,32,0
"GUAM",2020,32,0
"PUERTO RICO",2020,32,0
"U.S. VIRGIN ISLANDS",2020,32,0
"NON-US RESIDENTS",2020,32,0
"TOTAL",2020,32,67
"US RESIDENTS",2020,33,68
"NEW ENGLAND",2020,33,6
"CONNECTICUT",2020,33,1
"MAINE",2020,33,3
"MASSACHUSETTS",2020,33,2
"NEW HAMPSHIRE",2020,33,0
"RHODE ISLAND",2020,33,0
"VERMONT",2020,33,0
"MIDDLE ATLANTIC",2020,33,25
"NEW JERSEY",2020,33,0
"NEW YORK",2020,33,18
"NEW YORK CITY",2020,33,2
"PENNSYLVANIA",2020,33,5
"EAST NORTH CENTRAL",2020,33,9
"ILLINOIS",2020,33,0
"INDIANA",2020,33,0
"MICHIGAN",2020,33,0
"OHIO",2020,33,5
"WISCONSIN",2020,33,4
"WEST NORTH CENTRAL",2020,33,9
"IOWA",2020,33,2
"KANSAS",2020,33,2
"MINNESOTA",2020,33,0
"MISSOURI",2020,33,0
"NEBRASKA",2020,33,5
"NORTH DAKOTA",2020,33,0
"SOUTH DAKOTA",2020,33,0
"SOUTH ATLANTIC",2020,33,5
"DELAWARE",2020,33,0
"DISTRICT OF COLUMBIA",2020,33,0
"FLORIDA",2020,33,0
"GEORGIA",2020,33,2
"MARYLAND",2020,33,1
"NORTH CAROLINA",2020,33,0
"SOUTH CAROLINA",2020,33,0
"VIRGINIA",2020,33,2
"WEST VIRGINIA",2020,33,0
"EAST SOUTH CENTRAL",2020,33,0
"ALABAMA",2020,33,0
"KENTUCKY",2020,33,0
"MISSISSIPPI",2020,33,0
"TENNESSEE",2020,33,0
"WEST SOUTH CENTRAL",2020,33,4
"ARKANSAS",2020,33,1
"LOUISIANA",2020,33,3
"OKLAHOMA",2020,33,0
"TEXAS",2020,33,0
"MOUNTAIN",2020,33,7
"ARIZONA",2020,33,1
"COLORADO",2020,33,2
"IDAHO",2020,33,0
"MONTANA",2020,33,1
"NEVADA",2020,33,0
"NEW MEXICO",2020,33,0
"UTAH",2020,33,3
"WYOMING",2020,33,0
"PACIFIC",2020,33,3
"ALASKA",2020,33,0
"CALIFORNIA",2020,33,0
"HAWAII",2020,33,0
"OREGON",2020,33,2
"WASHINGTON",2020,33,1
"US TERRITORIES",2020,33,0
"AMERICAN SAMOA",2020,33,0
"NORTHERN MARIANA ISLANDS",2020,33,0
"GUAM",2020,33,0
"PUERTO RICO",2020,33,0
"U.S. VIRGIN ISLANDS",2020,33,0
"NON-US RESIDENTS",2020,33,0
"TOTAL",2020,33,68
"US RESIDENTS",2020,34,74
"NEW ENGLAND",2020,34,6
"CONNECTICUT",2020,34,0
"MAINE",2020,34,1
"MASSACHUSETTS",2020,34,3
"NEW HAMPSHIRE",2020,34,0
"RHODE ISLAND",2020,34,2
"VERMONT",2020,34,0
"MIDDLE ATLANTIC",2020,34,23
"NEW JERSEY",2020,34,0
"NEW YORK",2020,34,18
"NEW YORK CITY",2020,34,1
"PENNSYLVANIA",2020,34,4
"EAST NORTH CENTRAL",2020,34,15
"ILLINOIS",2020,34,0
"INDIANA",2020,34,0
"MICHIGAN",2020,34,0
"OHIO",2020,34,9
"WISCONSIN",2020,34,6
"WEST NORTH CENTRAL",2020,34,1
"IOWA",2020,34,0
"KANSAS",2020,34,0
"MINNESOTA",2020,34,0
"MISSOURI",2020,34,0
"NEBRASKA",2020,34,1
"NORTH DAKOTA",2020,34,0
"SOUTH DAKOTA",2020,34,0
"SOUTH ATLANTIC",2020,34,7
"DELAWARE",2020,34,0
"DISTRICT OF COLUMBIA",2020,34,0
"FLORIDA",2020,34,0
"GEORGIA",2020,34,0
"MARYLAND",2020,34,2
"NORTH CAROLINA",2020,34,0
"SOUTH CAROLINA",2020,34,2
"VIRGINIA",2020,34,3
"WEST VIRGINIA",2020,34,0
"EAST SOUTH CENTRAL",2020,34,0
"ALABAMA",2020,34,0
"KENTUCKY",2020,34,0
"MISSISSIPPI",2020,34,0
"TENNESSEE",2020,34,0
"WEST SOUTH CENTRAL",2020,34,10
"ARKANSAS",2020,34,0
"LOUISIANA",2020,34,6
"OKLAHOMA",2020,34,4
"TEXAS",2020,34,0
"MOUNTAIN",2020,34,1
"ARIZONA",2020,34,0
"COLORADO",2020,34,0
"IDAHO",2020,34,0
"MONTANA",2020,34,0
"NEVADA",2020,34,0
"NEW MEXICO",2020,34,1
"UTAH",2020,34,0
"WYOMING",2020,34,0
"PACIFIC",2020,34,11
"ALASKA",2020,34,0
"CALIFORNIA",2020,34,3
"HAWAII",2020,34,0
"OREGON",2020,34,3
"WASHINGTON",2020,34,5
"US TERRITORIES",2020,34,0
"AMERICAN SAMOA",2020,34,0
"NORTHERN MARIANA ISLANDS",2020,34,0
"GUAM",2020,34,0
"PUERTO RICO",2020,34,0
"U.S. VIRGIN ISLANDS",2020,34,0
"NON-US RESIDENTS",2020,34,0
"TOTAL",2020,34,74
"US RESIDENTS",2020,35,54
"NEW ENGLAND",2020,35,6
"CONNECTICUT",2020,35,0
"MAINE",2020,35,1
"MASSACHUSETTS",2020,35,3
"NEW HAMPSHIRE",2020,35,0
"RHODE ISLAND",2020,35,0
"VERMONT",2020,35,2
"MIDDLE ATLANTIC",2020,35,14
"NEW JERSEY",2020,35,0
"NEW YORK",2020,35,13
"NEW YORK CITY",2020,35,0
"PENNSYLVANIA",2020,35,1
"EAST NORTH CENTRAL",2020,35,6
"ILLINOIS",2020,35,0
"INDIANA",2020,35,0
"MICHIGAN",2020,35,0
"OHIO",2020,35,4
"WISCONSIN",2020,35,2
"WEST NORTH CENTRAL",2020,35,7
"IOWA",2020,35,2
"KANSAS",2020,35,1
"MINNESOTA",2020,35,0
"MISSOURI",2020,35,0
"NEBRASKA",2020,35,4
"NORTH DAKOTA",2020,35,0
"SOUTH DAKOTA",2020,35,0
"SOUTH ATLANTIC",2020,35,5
"DELAWARE",2020,35,0
"DISTRICT OF COLUMBIA",2020,35,0
"FLORIDA",2020,35,0
"GEORGIA",2020,35,3
"MARYLAND",2020,35,1
"NORTH CAROLINA",2020,35,0
"SOUTH CAROLINA",2020,35,0
"VIRGINIA",2020,35,1
"WEST VIRGINIA",2020,35,0
"EAST SOUTH CENTRAL",2020,35,0
"ALABAMA",2020,35,0
"KENTUCKY",2020,35,0
"MISSISSIPPI",2020,35,0
"TENNESSEE",2020,35,0
"WEST SOUTH CENTRAL",2020,35,5
"ARKANSAS",2020,35,1
"LOUISIANA",2020,35,1
"OKLAHOMA",2020,35,3
"TEXAS",2020,35,0
"MOUNTAIN",2020,35,3
"ARIZONA",2020,35,0
"COLORADO",2020,35,1
"IDAHO",2020,35,0
"MONTANA",2020,35,0
"NEVADA",2020,35,0
"NEW MEXICO",2020,35,0
"UTAH",2020,35,2
"WYOMING",2020,35,0
"PACIFIC",2020,35,8
"ALASKA",2020,35,0
"CALIFORNIA",2020,35,5
"HAWAII",2020,35,0
"OREGON",2020,35,3
"WASHINGTON",2020,35,0
"US TERRITORIES",2020,35,0
"AMERICAN SAMOA",2020,35,0
"NORTHERN MARIANA ISLANDS",2020,35,0
"GUAM",2020,35,0
"PUERTO RICO",2020,35,0
"U.S. VIRGIN ISLANDS",2020,35,0
"NON-US RESIDENTS",2020,35,0
"TOTAL",2020,35,54
"US RESIDENTS",2020,36,51
"NEW ENGLAND",2020,36,6
"CONNECTICUT",2020,36,0
"MAINE",2020,36,1
"MASSACHUSETTS",2020,36,4
"NEW HAMPSHIRE",2020,36,0
"RHODE ISLAND",2020,36,0
"VERMONT",2020,36,1
"MIDDLE ATLANTIC",2020,36,19
"NEW JERSEY",2020,36,0
"NEW YORK",2020,36,13
"NEW YORK CITY",2020,36,0
"PENNSYLVANIA",2020,36,6
"EAST NORTH CENTRAL",2020,36,12
"ILLINOIS",2020,36,0
"INDIANA",2020,36,0
"MICHIGAN",2020,36,0
"OHIO",2020,36,7
"WISCONSIN",2020,36,5
"WEST NORTH CENTRAL",2020,36,1
"IOWA",2020,36,0
"KANSAS",2020,36,0
"MINNESOTA",2020,36,0
"MISSOURI",2020,36,0
"NEBRASKA",2020,36,1
"NORTH DAKOTA",2020,36,0
"SOUTH DAKOTA",2020,36,0
"SOUTH ATLANTIC",2020,36,3
"DELAWARE",2020,36,0
"DISTRICT OF COLUMBIA",2020,36,0
"FLORIDA",2020,36,0
"GEORGIA",2020,36,1
"MARYLAND",2020,36,0
"NORTH CAROLINA",2020,36,0
"SOUTH CAROLINA",2020,36,2
"VIRGINIA",2020,36,0
"WEST VIRGINIA",2020,36,0
"EAST SOUTH CENTRAL",2020,36,0
"ALABAMA",2020,36,0
"KENTUCKY",2020,36,0
"MISSISSIPPI",2020,36,0
"TENNESSEE",2020,36,0
"WEST SOUTH CENTRAL",2020,36,4
"ARKANSAS",2020,36,4
"LOUISIANA",2020,36,0
"OKLAHOMA",2020,36,0
"TEXAS",2020,36,0
"MOUNTAIN",2020,36,3
"ARIZONA",2020,36,1
"COLORADO",2020,36,1
"IDAHO",2020,36,0
"MONTANA",2020,36,0
"NEVADA",2020,36,0
"NEW MEXICO",2020,36,0
"UTAH",2020,36,1
"WYOMING",2020,36,0
"PACIFIC",2020,36,3
"ALASKA",2020,36,0
"CALIFORNIA",2020,36,1
"HAWAII",2020,36,0
"OREGON",2020,36,2
"WASHINGTON",2020,36,0
"US TERRITORIES",2020,36,0
"AMERICAN SAMOA",2020,36,0
"NORTHERN MARIANA ISLANDS",2020,36,0
"GUAM",2020,36,0
"PUERTO RICO",2020,36,0
"U.S. VIRGIN ISLANDS",2020,36,0
"NON-US RESIDENTS",2020,36,0
"TOTAL",2020,36,51
"US RESIDENTS",2020,37,39
"NEW ENGLAND",2020,37,3
"CONNECTICUT",2020,37,1
"MAINE",2020,37,0
"MASSACHUSETTS",2020,37,2
"NEW HAMPSHIRE",2020,37,0
"RHODE ISLAND",2020,37,0
"VERMONT",2020,37,0
"MIDDLE ATLANTIC",2020,37,8
"NEW JERSEY",2020,37,0
"NEW YORK",2020,37,8
"NEW YORK CITY",2020,37,0
"PENNSYLVANIA",2020,37,0
"EAST NORTH CENTRAL",2020,37,11
"ILLINOIS",2020,37,0
"INDIANA",2020,37,0
"MICHIGAN",2020,37,0
"OHIO",2020,37,8
"WISCONSIN",2020,37,3
"WEST NORTH CENTRAL",2020,37,4
"IOWA",2020,37,0
"KANSAS",2020,37,1
"MINNESOTA",2020,37,0
"MISSOURI",2020,37,0
"NEBRASKA",2020,37,3
"NORTH DAKOTA",2020,37,0
"SOUTH DAKOTA",2020,37,0
"SOUTH ATLANTIC",2020,37,5
"DELAWARE",2020,37,0
"DISTRICT OF COLUMBIA",2020,37,0
"FLORIDA",2020,37,0
"GEORGIA",2020,37,2
"MARYLAND",2020,37,1
"NORTH CAROLINA",2020,37,0
"SOUTH CAROLINA",2020,37,1
"VIRGINIA",2020,37,1
"WEST VIRGINIA",2020,37,0
"EAST SOUTH CENTRAL",2020,37,0
"ALABAMA",2020,37,0
"KENTUCKY",2020,37,0
"MISSISSIPPI",2020,37,0
"TENNESSEE",2020,37,0
"WEST SOUTH CENTRAL",2020,37,5
"ARKANSAS",2020,37,4
"LOUISIANA",2020,37,1
"OKLAHOMA",2020,37,0
"TEXAS",2020,37,0
"MOUNTAIN",2020,37,0
"ARIZONA",2020,37,0
"COLORADO",2020,37,0
"IDAHO",2020,37,0
"MONTANA",2020,37,0
"NEVADA",2020,37,0
"NEW MEXICO",2020,37,0
"UTAH",2020,37,0
"WYOMING",2020,37,0
"PACIFIC",2020,37,3
"ALASKA",2020,37,0
"CALIFORNIA",2020,37,0
"HAWAII",2020,37,0
"OREGON",2020,37,0
"WASHINGTON",2020,37,3
"US TERRITORIES",2020,37,0
"AMERICAN SAMOA",2020,37,0
"NORTHERN MARIANA ISLANDS",2020,37,0
"GUAM",2020,37,0
"PUERTO RICO",2020,37,0
"U.S. VIRGIN ISLANDS",2020,37,0
"NON-US RESIDENTS",2020,37,0
"TOTAL",2020,37,39
"US RESIDENTS",2020,38,43
"NEW ENGLAND",2020,38,3
"CONNECTICUT",2020,38,0
"MAINE",2020,38,1
"MASSACHUSETTS",2020,38,1
"NEW HAMPSHIRE",2020,38,1
"RHODE ISLAND",2020,38,0
"VERMONT",2020,38,0
"MIDDLE ATLANTIC",2020,38,12
"NEW JERSEY",2020,38,0
"NEW YORK",2020,38,8
"NEW YORK CITY",2020,38,0
"PENNSYLVANIA",2020,38,4
"EAST NORTH CENTRAL",2020,38,11
"ILLINOIS",2020,38,0
"INDIANA",2020,38,0
"MICHIGAN",2020,38,0
"OHIO",2020,38,8
"WISCONSIN",2020,38,3
"WEST NORTH CENTRAL",2020,38,2
"IOWA",2020,38,0
"KANSAS",2020,38,1
"MINNESOTA",2020,38,0
"MISSOURI",2020,38,0
"NEBRASKA",2020,38,1
"NORTH DAKOTA",2020,38,0
"SOUTH DAKOTA",2020,38,0
"SOUTH ATLANTIC",2020,38,11
"DELAWARE",2020,38,0
"DISTRICT OF COLUMBIA",2020,38,0
"FLORIDA",2020,38,0
"GEORGIA",2020,38,7
"MARYLAND",2020,38,0
"NORTH CAROLINA",2020,38,0
"SOUTH CAROLINA",2020,38,2
"VIRGINIA",2020,38,2
"WEST VIRGINIA",2020,38,0
"EAST SOUTH CENTRAL",2020,38,0
"ALABAMA",2020,38,0
"KENTUCKY",2020,38,0
"MISSISSIPPI",2020,38,0
"TENNESSEE",2020,38,0
"WEST SOUTH CENTRAL",2020,38,0
"ARKANSAS",2020,38,0
"LOUISIANA",2020,38,0
"OKLAHOMA",2020,38,0
"TEXAS",2020,38,0
"MOUNTAIN",2020,38,2
"ARIZONA",2020,38,0
"COLORADO",2020,38,2
"IDAHO",2020,38,0
"MONTANA",2020,38,0
"NEVADA",2020,38,0
"NEW MEXICO",2020,38,0
"UTAH",2020,38,0
"WYOMING",2020,38,0
"PACIFIC",2020,38,2
"ALASKA",2020,38,0
"CALIFORNIA",2020,38,0
"HAWAII",2020,38,0
"OREGON",2020,38,1
"WASHINGTON",2020,38,1
"US TERRITORIES",2020,38,0
"AMERICAN SAMOA",2020,38,0
"NORTHERN MARIANA ISLANDS",2020,38,0
"GUAM",2020,38,0
"PUERTO RICO",2020,38,0
"U.S. VIRGIN ISLANDS",2020,38,0
"NON-US RESIDENTS",2020,38,0
"TOTAL",2020,38,43
"US RESIDENTS",2020,39,44
"NEW ENGLAND",2020,39,4
"CONNECTICUT",2020,39,0
"MAINE",2020,39,0
"MASSACHUSETTS",2020,39,2
"NEW HAMPSHIRE",2020,39,1
"RHODE ISLAND",2020,39,1
"VERMONT",2020,39,0
"MIDDLE ATLANTIC",2020,39,16
"NEW JERSEY",2020,39,0
"NEW YORK",2020,39,14
"NEW YORK CITY",2020,39,1
"PENNSYLVANIA",2020,39,1
"EAST NORTH CENTRAL",2020,39,10
"ILLINOIS",2020,39,0
"INDIANA",2020,39,0
"MICHIGAN",2020,39,0
"OHIO",2020,39,7
"WISCONSIN",2020,39,3
"WEST NORTH CENTRAL",2020,39,1
"IOWA",2020,39,0
"KANSAS",2020,39,0
"MINNESOTA",2020,39,0
"MISSOURI",2020,39,0
"NEBRASKA",2020,39,1
"NORTH DAKOTA",2020,39,0
"SOUTH DAKOTA",2020,39,0
"SOUTH ATLANTIC",2020,39,3
"DELAWARE",2020,39,0
"DISTRICT OF COLUMBIA",2020,39,0
"FLORIDA",2020,39,0
"GEORGIA",2020,39,1
"MARYLAND",2020,39,0
"NORTH CAROLINA",2020,39,0
"SOUTH CAROLINA",2020,39,1
"VIRGINIA",2020,39,1
"WEST VIRGINIA",2020,39,0
"EAST SOUTH CENTRAL",2020,39,0
"ALABAMA",2020,39,0
"KENTUCKY",2020,39,0
"MISSISSIPPI",2020,39,0
"TENNESSEE",2020,39,0
"WEST SOUTH CENTRAL",2020,39,3
"ARKANSAS",2020,39,0
"LOUISIANA",2020,39,2
"OKLAHOMA",2020,39,1
"TEXAS",2020,39,0
"MOUNTAIN",2020,39,3
"ARIZONA",2020,39,2
"COLORADO",2020,39,0
"IDAHO",2020,39,0
"MONTANA",2020,39,0
"NEVADA",2020,39,0
"NEW MEXICO",2020,39,0
"UTAH",2020,39,1
"WYOMING",2020,39,0
"PACIFIC",2020,39,4
"ALASKA",2020,39,0
"CALIFORNIA",2020,39,0
"HAWAII",2020,39,0
"OREGON",2020,39,0
"WASHINGTON",2020,39,4
"US TERRITORIES",2020,39,0
"AMERICAN SAMOA",2020,39,0
"NORTHERN MARIANA ISLANDS",2020,39,0
"GUAM",2020,39,0
"PUERTO RICO",2020,39,0
"U.S. VIRGIN ISLANDS",2020,39,0
"NON-US RESIDENTS",2020,39,0
"TOTAL",2020,39,44
"US RESIDENTS",2020,40,40
"NEW ENGLAND",2020,40,3
"CONNECTICUT",2020,40,0
"MAINE",2020,40,0
"MASSACHUSETTS",2020,40,2
"NEW HAMPSHIRE",2020,40,0
"RHODE ISLAND",2020,40,1
"VERMONT",2020,40,0
"MIDDLE ATLANTIC",2020,40,6
"NEW JERSEY",2020,40,0
"NEW YORK",2020,40,6
"NEW YORK CITY",2020,40,0
"PENNSYLVANIA",2020,40,0
"EAST NORTH CENTRAL",2020,40,6
"ILLINOIS",2020,40,0
"INDIANA",2020,40,0
"MICHIGAN",2020,40,0
"OHIO",2020,40,3
"WISCONSIN",2020,40,3
"WEST NORTH CENTRAL",2020,40,5
"IOWA",2020,40,2
"KANSAS",2020,40,1
"MINNESOTA",2020,40,0
"MISSOURI",2020,40,0
"NEBRASKA",2020,40,2
"NORTH DAKOTA",2020,40,0
"SOUTH DAKOTA",2020,40,0
"SOUTH ATLANTIC",2020,40,8
"DELAWARE",2020,40,0
"DISTRICT OF COLUMBIA",2020,40,0
"FLORIDA",2020,40,0
"GEORGIA",2020,40,4
"MARYLAND",2020,40,2
"NORTH CAROLINA",2020,40,0
"SOUTH CAROLINA",2020,40,0
"VIRGINIA",2020,40,2
"WEST VIRGINIA",2020,40,0
"EAST SOUTH CENTRAL",2020,40,0
"ALABAMA",2020,40,0
"KENTUCKY",2020,40,0
"MISSISSIPPI",2020,40,0
"TENNESSEE",2020,40,0
"WEST SOUTH CENTRAL",2020,40,5
"ARKANSAS",2020,40,0
"LOUISIANA",2020,40,2
"OKLAHOMA",2020,40,0
"TEXAS",2020,40,3
"MOUNTAIN",2020,40,3
"ARIZONA",2020,40,0
"COLORADO",2020,40,0
"IDAHO",2020,40,0
"MONTANA",2020,40,0
"NEVADA",2020,40,0
"NEW MEXICO",2020,40,0
"UTAH",2020,40,3
"WYOMING",2020,40,0
"PACIFIC",2020,40,4
"ALASKA",2020,40,0
"CALIFORNIA",2020,40,1
"HAWAII",2020,40,0
"OREGON",2020,40,2
"WASHINGTON",2020,40,1
"US TERRITORIES",2020,40,0
"AMERICAN SAMOA",2020,40,0
"NORTHERN MARIANA ISLANDS",2020,40,0
"GUAM",2020,40,0
"PUERTO RICO",2020,40,0
"U.S. VIRGIN ISLANDS",2020,40,0
"NON-US RESIDENTS",2020,40,0
"TOTAL",2020,40,40
"US RESIDENTS",2020,41,38
"NEW ENGLAND",2020,41,1
"CONNECTICUT",2020,41,0
"MAINE",2020,41,0
"MASSACHUSETTS",2020,41,1
"NEW HAMPSHIRE",2020,41,0
"RHODE ISLAND",2020,41,0
"VERMONT",2020,41,0
"MIDDLE ATLANTIC",2020,41,5
"NEW JERSEY",2020,41,0
"NEW YORK",2020,41,2
"NEW YORK CITY",2020,41,1
"PENNSYLVANIA",2020,41,2
"EAST NORTH CENTRAL",2020,41,13
"ILLINOIS",2020,41,0
"INDIANA",2020,41,0
"MICHIGAN",2020,41,0
"OHIO",2020,41,12
"WISCONSIN",2020,41,1
"WEST NORTH CENTRAL",2020,41,3
"IOWA",2020,41,0
"KANSAS",2020,41,0
"MINNESOTA",2020,41,0
"MISSOURI",2020,41,0
"NEBRASKA",2020,41,3
"NORTH DAKOTA",2020,41,0
"SOUTH DAKOTA",2020,41,0
"SOUTH ATLANTIC",2020,41,8
"DELAWARE",2020,41,1
"DISTRICT OF COLUMBIA",2020,41,0
"FLORIDA",2020,41,0
"GEORGIA",2020,41,3
"MARYLAND",2020,41,2
"NORTH CAROLINA",2020,41,0
"SOUTH CAROLINA",2020,41,1
"VIRGINIA",2020,41,1
"WEST VIRGINIA",2020,41,0
"EAST SOUTH CENTRAL",2020,41,0
"ALABAMA",2020,41,0
"KENTUCKY",2020,41,0
"MISSISSIPPI",2020,41,0
"TENNESSEE",2020,41,0
"WEST SOUTH CENTRAL",2020,41,4
"ARKANSAS",2020,41,0
"LOUISIANA",2020,41,1
"OKLAHOMA",2020,41,3
"TEXAS",2020,41,0
"MOUNTAIN",2020,41,2
"ARIZONA",2020,41,1
"COLORADO",2020,41,0
"IDAHO",2020,41,0
"MONTANA",2020,41,0
"NEVADA",2020,41,0
"NEW MEXICO",2020,41,0
"UTAH",2020,41,1
"WYOMING",2020,41,0
"PACIFIC",2020,41,2
"ALASKA",2020,41,0
"CALIFORNIA",2020,41,0
"HAWAII",2020,41,0
"OREGON",2020,41,2
"WASHINGTON",2020,41,0
"US TERRITORIES",2020,41,0
"AMERICAN SAMOA",2020,41,0
"NORTHERN MARIANA ISLANDS",2020,41,0
"GUAM",2020,41,0
"PUERTO RICO",2020,41,0
"U.S. VIRGIN ISLANDS",2020,41,0
"NON-US RESIDENTS",2020,41,0
"TOTAL",2020,41,38
"US RESIDENTS",2020,42,30
"NEW ENGLAND",2020,42,2
"CONNECTICUT",2020,42,0
"MAINE",2020,42,2
"MASSACHUSETTS",2020,42,0
"NEW HAMPSHIRE",2020,42,0
"RHODE ISLAND",2020,42,0
"VERMONT",2020,42,0
"MIDDLE ATLANTIC",2020,42,2
"NEW JERSEY",2020,42,0
"NEW YORK",2020,42,2
"NEW YORK CITY",2020,42,0
"PENNSYLVANIA",2020,42,0
"EAST NORTH CENTRAL",2020,42,5
"ILLINOIS",2020,42,0
"INDIANA",2020,42,0
"MICHIGAN",2020,42,0
"OHIO",2020,42,2
"WISCONSIN",2020,42,3
"WEST NORTH CENTRAL",2020,42,2
"IOWA",2020,42,0
"KANSAS",2020,42,0
"MINNESOTA",2020,42,0
"MISSOURI",2020,42,0
"NEBRASKA",2020,42,2
"NORTH DAKOTA",2020,42,0
"SOUTH DAKOTA",2020,42,0
"SOUTH ATLANTIC",2020,42,8
"DELAWARE",2020,42,0
"DISTRICT OF COLUMBIA",2020,42,0
"FLORIDA",2020,42,0
